16 16
  5 -40 -19  27  28  -9 -23 -34  13 -32 -10  60 -61 -14  51   6
 59 -10  -5 -43 -39   4  59 -47  37 -37  21  23  -1 -32  -7 -60
 -8  38  31 -44 -34 -55 -14  43 -23  40  39 -19 -38  27  51 -43
-47 -18 -22 -22  50 -26  -5  23   1 -47 -18 -63 -15  39 -59  41
 14  37  61  44  46 -17  23 -41 -41  -2   4 -15 -39  -9   6 -22
 37  49  21  23 -41 -48 -17  24 -31  29  25  18   5  31  -5 -45
  4  -8  63 -14  39  22   9  62 -44 -50 -17 -18   5  54  24 -21
 39 -19 -62  62  -2 -15  22  31 -49 -16 -14  20 -49  45  39  19
-26  38 -59 -51  -4  14 -52  16  28  -5  62 -30 -15  23  13 -40
-60  15 -42   2 -63  45 -30 -48 -35  20  36 -20   1  11  63  39
-15 -60  53  45  18 -63  -3 -17  -4  -4  17  46 -45 -34 -58 -41
 45 -35  26  46 -54  60  62 -25  16  34  19 -47 -19  18  57  30
 22  46  11 -24  47 -55  23 -21   5 -24 -39  24   6 -32  47 -12
 -3   9 -30   7   5 -31  46 -43 -61   1 -25 -15 -45 -32 -49  41
-50  27 -47  61  36  41 -24 -23 -47   2 -63  24  34  48 -52 -33
 -6 -18  38  63  15  20 -43  19 -43  -4 -60 -24  28 -45 -47  42
