16 16
-59  63 -41  47 -24  14  11 -33 -60 -43   8  42 -51 -21 -53 -23
-22  51  42   1  -8  14  36  26  54  15 -11  12   1 -25 -33   6
-25  -9 -11  15 -59 -63  46 -54 -42 -10  52 -29  34  63  13 -52
 50  -9  13 -21 -59 -15 -59  59 -63  -6   7   2  33  38 -56 -56
-35  -2  23 -29  -1   6 -19  21  60 -31  56  30 -32   5  42 -45
 60  -8  -2 -63  41   3  60  42  61   3 -20  30 -22 -11  39   7
 51  -2  42 -14 -60 -41 -57 -63  -8  63  31  25   5  10  44   1
-62 -22   3  43  45  -1  22  42 -61 -62   8 -19  -9 -17  52 -22
 46  31  28  50  54  35  51 -17  35  19 -56 -24 -35  52  41 -33
-34 -20 -54 -53  44  32  53  47  35  -3 -36 -38  45 -48   5  27
 47 -31  13  38 -59   1 -43  40 -44 -35 -48 -15 -47  57  16 -17
-26  26  -6 -46  -5 -17 -63 -34  44 -35  -8  25 -19  61 -12 -35
-33 -62 -61 -28   3 -40 -52  23 -11 -36 -56   6 -43  24  53  -5
-14 -17  13  45  30  14 -53  10  43   4 -28 -39   1  24 -10  32
 26  -7 -60 -35  17 -48  52 -58 -20  60  12   2  20   1  61 -57
 48  11  52  14 -39 -64 -40 -59   4  -4 -34 -59 -43  20  38  47
