16 16
  2  46  36 -39  -6 -64 -18  13 -11  -5  24  17  61 -40 -42 -64
 24   7 -56  55 -49  16   3  55  42 -61  23  34  33 -52 -64 -29
 58  36  -4 -12  36  42 -63 -39 -26  26  42 -29  50 -63 -28  11
  8 -20   2  23  60 -59  15  38 -56 -26   8  41 -14   8 -52 -19
-20   9  33 -47 -13  35 -22  25  -3 -43  61 -17 -42 -31  58  30
 13  -4 -11   9   1 -60 -17  10 -22  55 -13  29   0   0 -54  44
-55  43  61  -4  14 -24 -42 -53  -3 -45  -5  19 -12 -11 -15 -63
 50  38  10 -13  43  57  61 -43  48 -15  50 -16  49  60 -35  58
 40 -38 -10 -10   2  12   2  63  31  61  18 -45 -14 -61 -44 -28
 42  30  24  21  23  21  42   8 -58  29  56  55  25 -43  49   1
-16 -24  56  50  52  -6  50  20  -9   4  39  41   8  60 -50 -14
 26  38 -57 -14  -5  49  58   2  14  50  -7 -24 -56 -21  41  -8
 19  33 -22   7 -37 -36 -37  18  33 -61  -4 -23  63  10  27  25
-16  34 -53  43  19 -59 -19 -30  56  39  10 -64 -46 -13  -8  37
-43  34 -20 -16  63   8 -61  32  11  -1 -55  10 -55  36 -29  -7
  6 -17 -28 -39 -12  18  -5 -20  -7 -59 -20  11  -7  36 -16  14
