16 16
  7  28  62   6 -28 -63 -26  47   0 -17  -7   9 -45  29 -62  25
-52 -25  50   0  57 -18  45 -14 -13 -39  61  44  62 -19  -6   5
-55  -7 -53 -18  -6 -15 -35  59  32  23   4  51 -12   7  12   0
 46  -2 -64  39  44  45 -39 -32 -57 -42 -52 -59   3   7  10  12
-64  21  58  -6 -58 -40 -11  38  47  58  25 -29   1 -27  35 -17
 35  35 -42  16  17 -17  48  24   5  60  29 -56   3 -25  20   3
 60  15  62 -62  39 -13  40  22 -19   1  57  46  38  28 -35   9
 -1 -13 -39 -48  34 -55  40 -25 -58   5 -17   9  44 -60 -51  40
 19 -53  42  -6  -2  18 -48  44 -45 -55  26  57  37  56   3 -28
-21  28 -11 -50  38 -35 -11  44  35  37 -11  15  41   2  -8  -4
 13 -30  54 -52  53 -58  56 -56 -49  18 -62  52  10   5 -40  54
-31  13 -60 -57  43  -7  51  14 -34 -23 -35 -57  43  21   3  -7
 56  -7   5  45  -1  -3  53  14 -49  55   2  26  -4  27  16  30
-24  20  37 -45 -51  25  33 -20 -62  63 -13  45  20  55 -26  12
-16  43  -7  48 -24 -17  -2  -8 -26 -63 -46  35  28  34   1 -60
-10 -26 -40   3  63  57  47 -63  56 -29  47  13 -38 -43 -39  10
