16 16
 57 -62 -33  51  52  51  21  -9  18 -39  19  15 -46 -42  -1  29
-41 -10   2 -21  58  43   8 -47  60 -22   6 -34  52  54  21  45
 57  52  32  45  40 -11 -28  -6  14  55 -55  32 -50   8  -2 -27
 62 -64  16  56  43 -39 -54  39   3  16 -58  -9   7  27 -28   0
 16 -60 -19  -8  -7  17  50 -57   8  59  40  22   3 -26  59   1
-26  12  -6 -47  37   4  56 -24 -44  62  31  27  26 -61 -37 -22
-57   8  34   0 -39  20   7  34  15 -17  -8 -46  21 -12  19  59
-64 -51 -52  37  17 -59 -51  38 -61  44   1  29  47  29 -57  54
-27  41 -10  -1  -3  61 -31 -52 -19  25 -34 -62 -51  50  62 -51
 63 -54  50  17 -49  63  -9 -45  43  56  48  26  21  56  16  59
 33 -58  -6 -33 -60  27 -21 -15 -12  10 -13   2  -4 -15  15  -5
 -4   2 -52  11   1   3  30 -19  -4  15 -57 -47   7  24 -52 -24
 30   6   7  34 -31  51 -45  22  -3   7 -40  57  56  39 -12 -12
-23   1 -64  43 -60  30 -40   0 -19 -33  18  52  55  30 -35  22
-27  36  -8   6  23  12 -36 -44 -45 -12 -51 -53 -36   2   0   5
-61   0 -16 -57 -34   8   8  12  40 -38   0  31  56  29 -11 -35
