16 16
 40 -32  -1  16 -10  28 -36 -63 -24  62 -23  11  45  62  15 -60
 41 -53  26 -11 -55 -62  10 -51 -15 -26 -19 -12 -47  44  41  57
-52 -24  10   2 -59  38   3 -19  36  44  56  18  42   7  22  20
 18 -16 -55  27 -14  19  40  35  58 -43 -41 -53 -62 -64 -60 -50
-23  14  17 -18 -11 -44  27 -39 -63  19  43  43 -38   1  -1  44
 49   9   8 -29 -36 -16 -57 -42   6 -34 -31   8 -33 -26  22   8
 52 -25  54 -23  -4  17   3  -3 -28 -18 -24  -2  48  40 -22  33
-15  50 -59  13 -29 -52  36  41 -22 -59 -15   9 -21 -57 -47 -32
-17 -57   9  43  24 -52 -24  60  -5  16  -6 -21  -8  37 -52  41
 23 -47  -9  58 -35 -37  35   8 -32 -44 -47  12 -36 -29  44  11
-22 -11 -10 -61   2  30  63  61 -18  -6 -24  39 -33 -12  16  54
  6 -57  49  35 -30  20 -21   3  41  -3 -49 -59  32  59  16 -54
-16 -58 -51  50  36 -51  47 -46   7 -41  57  38  12  10  28 -46
 17  13  53  52 -30 -31  -9 -53  30   6 -48  -2   1  32   8  49
 38  22  36  10  35  19  28 -22  43  22 -48  -9 -32  44   9  49
 -6  -2  37  28  31 -36  39  -3  34  55  59 -29  23   4 -43  -3
