32 32
 69 152  45 219 220  55 169 158 205 160  54 252 131 178 115 198 123 182 187 149 153 196 123  17 229 155  85 215  63 160 185 132
 56 230  95  20  30   9 178 235 169 232 231  45 154  91 243  21  17 174 170 170 114  38 187  87 193  17  46   1 177 231 133 233
206 229 253 236 238 175 215 151 151 190 196  49  25 183  70  42 101 241 213 215  23 144  47 216 161  93 217  82  69  95  59  19
 68  56 255  50 231 214 201 126 148 142 175 174  69 246 216 171 231 173 130 254  62 177 214 223  15 176  50  84  15 109 103  83
166 102 133 141  60  78  12 208 220 187 126  34 177  87 205 152   4  79 150  66   1 109  34  16  29  84 100  44 193 203 127 103
 49   4 245 109  82   1  61  47 188 188  81 110  19  30   6  23 109 157  90 110  10 124 126  39 208 226  83 145 173 210 249 222
214 238  75  40 239 137  87 171  69 168  25  88 198  32 111  52 189 201 162 199  69  33 238  21   3  65 167 177  19 160 143 233
142 219  17 125 100 105  40 169  17  66   1 216  98 112  12  31  58 174 230 127 207 212 149 211  21  60 132  40 220  19  17 106
238  34 231  82 139  15 251 157  81 252 117 179 109 129 210 167  47 184  38 255 140 187 210 161 247  86 201 211 105 218  61  88
253  36 170 136  52 166  37 133 162 154  57  15  27  11 182  75 196 221  74  80 152  28 242 144 114 187  99 219 150 161  51 147
197 222  27 249 132  65 127  38 219 184  54 247 195 236  66 135 201 140 216  98 168 202 242  26 133  85 245  27 246  41 174 188
  7 202 181 139  11  52 177 230 236 231 221 176 212  31  55 157 171  15 255  83 217 241 109  95  71  99 122  61 140  41 249 147
243 175  30 254 227 207 228 208 183 194 128 139 225 183  40 141 199  40 224 160  25  78 255  96 177 122 158  61 163 151 208 150
 70 238 148  42 189 120 250 116  58 122 255  28  49  40 169 248  80 137 153 105 215 152 202 136  18 104 197 181 255 149  75  70
131 223 112  65  88 106 181 146 228 181 174  21 221  87  14  45 225 167 150 184  63  96  65  82 200   6   7 200 156  83  14  31
 50 126  96 138 232  22  29 204 203 203 225 168  35 239 213   4 150 107 188 214 204 253  40 148   4  47  92 160 130 106 191 181
232  32  63 208  54  92 156   1  40 126 169  75 109 126  79   4 233  11 218 181   9   2  74  13  49 166 173 180  17 108 105 249
140 168 202 194   5 102 195  45 228 108 120  82 234 199  86 212 210  48 137 219  50 211 232  99 122 149  23 139   2 128 132 142
 41  78  81  46 181  20  91 153 129 211 235 107 154  65  63 108 113 201  72 163 156  48   7  22 198  30 161 200 159  38  86 200
116 167 246  41 188  81 195  61  36 174 168 190 240 232  42  97 177 114   5  77 163  12 100 105  42   5  49 201  43 135 145 160
 47 135 201 235 216 140  40 252  59 208 186  43 184 229 140 105  87 145 183 250 157  27  99 200  32 148 145  76  28  35 236  75
170 181  54 131  66  94 127 125  46  58 168 231  31  52  80 118 198   7 113  99  34 212  43  67 105 189 143 133 224 123 208 138
 48   6  13 114 100 141 239 146 199 151 121 230 204 202  92 146 209 205 245 244 162  33  55  11 222 198 144 190  65  96  72 113
102  86 228 202 227 211  92 170 107 214 144  55 160 236 201 113 186 190 101  92 223 156 103 189  98 247 123 163  87 196  21 189
 26 249 135 253 204 227 167  55 185  55 110  89  35  55 203 221 246  48  57 213 205 160 147  47 151  14 211 238 210 232 171 236
225  50 233 173  22 144 229 207 199  83  41 235 139 244 200 129  36   2  86 241 162 233  33  58 248 244  40 202 220 212 183 189
  6 160 106  28  49  79 236 248 163  21 227  46   9 172 175  45 174   5  31  80 239  64 138 231  52 179 177  16 135 104 205 141
  9  55 170  58 135 150  50  42 171  22  88 180 194   7 225 112  12   0 192 251  64  75 226 116 254 148 132 133 252  81  18   5
137 188  63  16  82 114  58 253 136 146 177  74 153 147 186 165 147 122 161 212 197 131  72 195  23 205  72  20  30  91  25 167
 23  89 183 106 203 241 103  83 131  25 157  28 172  87 194  63 209  99  19 151 230  92  90 254  41 163  18  71 254  43 239  21
132 166 127  79 152 231 162  27   0  63  56 172 150 250 235 104  93 255 255  67  91  89  65 132 252  83 203 250 127 186  16   3
 97 143  83 249 118 245  20 118  53  76  34 203  70  14  51 163  13  50 231 104 140  40 236 136 124 183 131 251 114 147 254 211
