128 128
 32  63 -44  36  -2  28  25  50  37  31 -21  57  -3 -46 -13  -6  60   1 -52  28 -39 -33  55  48 -21  12 -60  20 -38 -20 -10  58 -20  11  31  42 -25  -8  28 -52 -41 -56 -58  21 -38  -7 -49 -41  58 -37  51 -44  -6  42 -60  38 -10 -56  -6  16 -11  48  11  33  -5 -22  11  35  34 -24  47  58 -16  53  15  10 -18  30  33 -23  58  21  -3 -12  -1   1 -38  54  10  20   6  63   5 -47  32 -64  -5 -21  35 -34  19  19 -40 -61   8  39  14  55   5 -17 -32  -1 -60  29  52   4 -34 -50  -6  40  35 -64  39 -24 -46   7 -24  13
 51 -52  43   6  31 -61  10 -25  42 -40 -34 -16   7  -2  47  12 -37  35 -48  -6  50  10 -30  21  10 -54  61  28  17 -27 -22   4 -15 -43 -53 -48 -39  21  -8 -61  45  22 -13 -12 -43 -29 -64 -16 -58 -48  42  56  26 -51  13 -27 -41  10 -63  40  48 -21 -19 -31   1  -8 -14  26 -51  42  29  58   0 -47 -18  21 -12 -17 -58  -6  -1  48 -13 -38  61 -64  -1 -44  11   0  61  -5  44 -22  28 -19  34 -50 -57  47  56  36  41  -7  53 -41 -50 -23   6 -44  36 -58 -59 -41 -32 -62 -41  31 -41  34 -33 -44 -35 -53  -2  58  -8 -32
-56  -1 -49 -63 -28  56  -6 -39 -49   8   3  22  29 -25  28  34  -2  60  36  21  27  59  -8  58 -49  21 -58  13  15  -2  45  24  62  60  25 -30  52 -45  -5 -60  27  62  26  -8 -27 -10 -38  35 -14  63  -7 -51  58  49 -57 -54   6 -51  23 -42  12   5  46  10   1   7  44 -10  26 -25  -6 -11 -26 -44  46  11  10 -56 -17  60 -57  40 -55 -62  25 -48 -52 -33 -34  35 -11  42 -24 -29 -12  42  42 -32 -32   4   7  26  58  45  46  40  -7  -8  48  40 -12  56  16  -3  58 -23  13 -58   8  43  41  62  21 -46 -31 -55  60 -52
-23 -36  16  49  54  10  30  36 -14 -41 -36 -29  63  16 -37  15 -51 -43  56  26 -37   1   6 -60  -1 -37 -42  32 -27 -46  44  14 -18  -3  -1 -28 -57 -34 -56  -6 -11 -28  29 -11  52  56 -60 -63 -51  61  28 -24  -2 -30 -20  61  -3   3  29  34  21  10 -15 -60 -57  48 -24 -50 -50 -15   8   4  21 -27  57  10 -35  61  11 -22  58 -25  18  -8   9  63 -11 -57   2 -45  41 -41  29 -38 -37  36 -53   4  50 -39  53  -5  29  10  32  22 -44  62  20  32 -24  14 -57  59 -57  17  58  -4  24  -4  15   1  19 -20  28  47 -48  39
-13 -61 -64 -24  -2  30  50 -34 -12 -57 -36 -56  39   5  23  46   0  30  -1  -6 -38 -41  54  42  25   9 -42 -11  -8 -25 -36  43 -22 -36 -45  40  58 -58 -58 -17 -51 -29  -9  52  40 -50  34 -24  44 -30  34 -57  -7  24  49 -46 -31 -57   7  26 -18  35   5  24 -64  25   0  58  31   7 -23  44  42  33  32  18  47   2  58  28  36  28  35 -34 -12  20 -16  21  27  56 -17 -54  27  53  34  27  14 -29  22 -19  42  63 -39  20  32  57 -26  16  -5 -32 -20 -32  60 -49  -2 -16  35  46 -59  -2  38 -11   8   2 -22 -21 -35  56
 14  51 -27  -8  51  -2 -52  19  -9 -14 -29  50  18  15 -46  14  30  16  62   1  -1 -61 -64 -27  -8   8  39  34  51 -59  26   1  56  63  57  43  -3 -59  -1  52  -9  34  39 -55 -14  57  23 -48  10  21  18 -55  25  18 -18 -47 -38 -42  52 -50 -37  14  15 -45  14   9  63 -53  14  -2 -64 -58 -32  39 -49  18  32  39  35 -22  -4 -11 -13 -43 -57  34 -25 -31  56 -37 -17 -45  41  63 -26  -9   8 -27   3 -42  35   3 -36 -60 -22 -20  22 -54 -45  -7 -11  15  46  40  37  53  10 -52 -41   2 -25   6  21 -48   5  60   8 -51
-31 -53 -28 -59  14   0 -55  56  44  31 -62  63 -39  -9  15 -57 -32 -12  61  42   0 -44 -19  39  26 -62  55 -32  62  -1 -19 -32  10  17 -27 -40 -46 -18 -48  62 -51 -45  62 -26  10  13 -18  42 -63 -21  21   1  -1 -62 -24 -39 -60 -33  -7 -61  31  39 -29 -23  -8   8   2  10  54  18   9 -61  37   7 -22 -16 -44  24 -38 -43 -61  47  22   2  49  62  27  54 -35 -43  57  60  60 -36 -26 -12  36  40  63  26  -6   8  29 -32 -49 -57  16 -29  31  42  -8  34  26 -50 -28  11 -52 -64   1 -23 -43  -6 -26 -47  22  12   5  -6
-12   4 -44  46 -52  50 -50 -37  57  30  -2  25   9  54  -5 -29 -60  32  46 -48  32 -16  -6  53  42  32 -58   1 -20  11  59  32 -48 -48  14 -36 -62  29  -8  59  -5  54  20 -60  45 -48 -25  49  48 -42 -62  16   6  -4   5 -16 -36  11  49   8 -42  45 -24 -26  61  54   3  63  19  59  58 -49  49  15 -45  30  31  -5  16  15  17  18 -33 -41 -50  36   7 -22 -17  -7  50   5 -26 -38  44 -29 -48 -17 -30  36 -22 -36  51 -37  43 -58  58  10   1  10 -39 -46 -36  -8 -23 -22 -36  49  20  11 -22   6 -47  16  32  61  51  48
-20 -43  20  22 -15   7  49 -35  14  43  39 -49 -11 -63 -30  17  -7  11  59  22  -4  15 -31  38 -43 -14 -10  53 -17 -23  38  27  -2  -6 -15  48 -62 -29 -51  16 -50  52  31   4  53 -63 -43 -17  13 -47 -59 -55  32 -26  48  54  25 -26  43 -56  16  17  36 -50 -52 -43  62 -50  -8 -53  30   7 -64  -3 -53  53  -1 -32 -28 -52 -15 -23 -43 -46  16 -59 -56 -23 -20  51 -15  60   5 -43 -54  17 -21 -55  31  35 -44  -3 -22 -44  58 -11 -54  -7  22 -18   5 -57  24  27 -39 -24  32 -31  17 -52 -43 -62 -56  26 -40 -45 -21   3
-36 -54 -26 -16   7  17   5   1 -58  15  59  28  61   0  36  21 -37  61  61  60 -33  14 -56 -12  17 -47 -50  41 -28  -7 -20   0   3  18  48 -54 -29 -11  11 -22 -60   6 -58 -62 -57  42  23 -30  40  21 -34 -57 -29 -25  -5  52  -8   9  29  28 -62 -55 -36   5  28 -52  15  63   2 -38 -23   6  33 -16   8  40 -38 -32 -54 -62  53 -23 -55 -40  16   4 -51 -56 -51  42  36 -49  52 -64  20  16 -52 -29  15  14  -2  57 -43 -33 -23  29 -57   3  61 -47   6  50  -6  15 -53 -54 -44 -40 -46 -31 -62  54 -15  54  54 -59   6 -61
