128 128
 63  48  63 -31  54  -9 -55  24 -51 -60  44 -35  41 -60  19 -35 -22  -3 -34  50 -44 -37 -21  -7 -49  -3  49 -64 -35  14  52 -35  -2  51  -2 -12 -22   7 -51  -8  11  57  21 -12  62 -24  17 -24  37  47 -38  57 -53   5 -13 -38 -61 -28 -38 -32  50 -50  -3 -16 -62  59  36 -20   2  49  36 -51  43  -7   1  41  34 -46 -47   7 -62 -21   1 -51  48  52 -25  51 -40   2 -44 -54  16  17  -6  18  13 -34  63 -49 -48  35 -35  59 -35  30  36  63  49  53   6  51 -32 -57 -64 -48  59 -25 -60 -45  41 -40 -35  -6  41  23 -52 -10
 54 -53   6 -58  47  35 -63 -52   1  37 -53 -14  26  17 -27  58  25 -27 -54  20  13 -50  40 -10 -26 -59  48 -48  29  61   6  19 -56 -52  25  55  47  26 -61 -15  -1 -50  35 -39  32 -55 -45  -7 -18 -35 -51  59 -20  53 -14  18  59 -30  34  24 -33 -23 -21 -24 -11 -60 -33 -27  30 -29  22 -35 -15  -7 -10 -47   2   9  10  49  38  24  44 -46  13 -34  37   8   1   7 -32  32  48  11 -56 -26  15 -24  11 -19  11 -31  10  60  26 -64 -50 -35   9  24 -50 -16 -16  58   2  62 -39 -25   6  26  47  39  -6  31 -14   3 -59 -62
 43  16 -17 -10  49  58 -14  12  58   0  41   4 -39  55  52   9  49 -10   7 -54  30 -50  36  13  53 -33 -20 -25  34 -14 -23  13 -62  25 -61  52  19 -11   0  13  54 -23 -47 -49 -32 -59  24 -47  -4 -32 -36 -38 -18 -64  39 -29 -33 -45  10 -63   5  52  14   8  13  17  -4 -32 -57  60  45  61 -27  63 -52   5 -60  36  22   0 -60  50  26 -14  51   1  21 -46  21 -32 -44 -38 -44  34  34  33 -12 -34 -63  -5 -38  46  -8  -1  45   4 -60  50 -24  27 -14 -19  13 -51  31   0  14 -11  19 -29  21  39  -2  41   9 -32  10  61
 -1  11  -8  25  -7  48 -39 -25 -12 -35 -39  29  56  11 -54   6  24  41 -58 -25 -34  25  10  51   0 -56  28 -54 -23 -26 -57  40  49   0   1 -21 -16  26  18  37  56  43   2  48 -10  12 -10 -49 -11  -3 -10  20 -42 -64   7  23 -55 -28  33 -14  10  40 -38  -4 -24  27  39  25 -10  -7  -2 -18 -28 -64 -34  26  12  21  41 -63 -46 -33  21 -24 -32 -35  63 -23   1  32  27 -53   9  53   7  49  16 -18  10 -58  39 -56 -12 -53 -56  19  38  20 -24  15  22  -6  47 -21  34 -49   8  34  -8 -55   2 -45 -43 -53 -56  28  61  24
-53   7  31  50  16 -45  62  24  38  36 -19 -50 -13 -61   8 -30 -18 -21 -15  55 -51  41 -64  15  60 -43  27 -60  50  24  29  61 -33  -4  47  47  15  45   8 -10  17  53   4 -59  56 -51 -25 -26  -8  25 -35   5   2 -34 -44  -1 -13  47   3 -27   7 -32 -30  39  28 -46  22 -20  63 -34  34  17 -45 -26  22 -53 -13  61 -14  43  22  15 -16 -39  45   5  24 -31 -12 -37   6  60  -4  41  35 -40  59  -7   4  58  24 -26  11  43  13 -31  55 -64 -33 -23  44  53  56 -36 -50  38  33  38 -57 -42 -62  13 -46  -2 -10  53  22 -15
-18 -37 -20 -58   1  55  50 -50 -39  41 -49  -8 -46  59 -19 -54 -41  -4  48  57 -30  55 -49 -28   5 -31  34  59 -42  -7 -19   4  20  25  11 -43  16  -3 -28  41 -26 -13 -31  -8 -18  15   2   5 -53 -13  -2 -19 -22  13  18  47  46 -12  43 -60  45 -40   9   1  49 -44  23   1  17  59 -21  55 -18  12 -17  28 -37  49 -31 -26 -28  32  20  15 -19 -26  -2 -36  26 -23 -32   8   1  41 -55 -14  61  32  52  14  27 -33   5 -55  43  52  37 -57  38 -57 -19 -54  39 -63  25 -44 -25 -40 -16 -62   1  17  10 -61  -6  19 -11  -8
-12 -23 -58 -49   8  12 -39 -12   0  62  -5 -26 -59  40 -15  44  42 -54 -63 -47 -30 -15 -45  36 -62  29  39  -3 -15 -36  53  37   6  59  52 -50   7 -51   2 -56 -52  61 -18 -47  38  31  62  16  42  63  33 -52 -16  53  48 -13  18  23  48 -61  52  37  40  -6  32  29   8 -24  42 -53 -16  54 -56  30 -56  46  -2 -58  -2 -24 -59 -32 -12 -11 -43 -27  40  39  60  24  43  48  -3  19 -22 -34 -16  51   6 -37  62  54 -47 -58  20 -39  53 -46 -33 -13  -6 -28  19  47  26  40 -44   2  16 -48 -37  -5 -63  24 -50 -21  54  -1
-34  -4  26 -36 -14  43 -29 -57 -59 -40 -39 -28  11  20   9 -33   3 -29 -57  23  37  23  39 -64 -46  40  25 -31 -44  15  32 -14 -52  -6  15  -2 -27  50   5 -22 -54  31  15  21 -13 -40  52  54  -5  60  13 -32  19 -12 -31  38 -35  58 -57 -15   9  39  35  21 -31 -14 -44   6 -28  25  49 -18  -8   0 -60  43  24  56  33 -45  52 -18 -13   8  35  20 -18 -64  14 -11 -15 -40 -36 -44  45  -3   7 -63 -61  43  27  52 -38 -45 -12 -34  63 -52 -42  32 -33 -53 -49  19  19  50 -25 -63  50  54 -10 -29 -50  18  -9  59 -49  62
 61 -46  42  24 -57 -60  43  -5 -30  42   8  -8  11  39   3  26  -6 -42  12  34 -41  -2  24  13  33  38 -33 -40  33 -18 -41  30   1 -63 -10   8 -59 -30 -61 -25 -52  11  31  23 -13 -29 -15  45  -7  61  15  17  -5 -25 -34 -36 -51  -2 -11  47  44  12  13 -19  13 -60  53  18 -26  57  57 -14   4  24 -54  55  59  -5  37 -11  -7 -12 -58  52  28 -28 -47  41  34   6  24  15 -46 -26  60  31 -22  50 -15  16  43 -22 -62 -17 -62 -52 -25  62   8 -52 -13 -63   0  -7  53 -36  29 -58 -58   0  12  30 -49  30 -60 -53  -3 -18
 61  46  62  40 -40 -63 -40 -37 -51  -1 -39  21  11  12  22 -53 -59  12 -24  34  18 -18 -30 -33 -52 -15  61 -47  -3  -5  -1  -6 -23  -2 -29   2  -1  -5  29  12  58  54 -30   5   2  56  16   7   4  56 -23 -41 -26  12 -10 -13  61 -13   4  -6  46 -61  53 -40   1 -40  26 -64  19  -9  13  13 -19  47 -46  47  39  34 -10 -20  27  31   3 -63 -21  57 -12 -23 -20  56  35 -37  60  24 -13  -3  48 -51  -2   3   4 -53 -48  49  58 -30  32  33 -59 -42 -51  32  53  16  33 -31   9 -42  10  54 -50 -19 -47 -54 -58   4   8  54
 17 -58  -6 -43 -47  10 -58 -53  45  38  44  50  60  58  18  49  10 -13 -46 -44   9  28 -54  24 -54 -37  34 -48  31 -22 -58 -16 -16   0   5   1 -53  11  12  56 -15  -7  42 -19 -13  -4 -34  61  47 -15 -47  -7 -51 -37 -47 -41 -10  51 -25 -43 -34 -18   5  14  46 -54 -48  57  21  28  49 -58 -43  27 -13   8 -41  18   6 -57 -61  23   0 -48  51  17 -24 -23   4  15  -1  34  61 -60 -15  44 -49   1  37  36 -35  23  43 -13 -14 -34  59  10  48   1  17  51 -39 -47 -60 -52  34 -20 -11 -26  59  52 -55  57  57  -6  37 -56
 59  10  44 -40 -31  23  11  20  54   7 -34  38 -56  47  26 -31 -64  30 -19  34 -54  35 -56 -59  23 -47  62  16  11  35  24   6 -18   5  31  15 -36 -22 -29 -46  49   1  57  58 -16  19 -37 -16 -15   9 -46  -5 -20 -37   0 -61 -20  -1  20  56 -30 -20  -2  16  49 -35 -32 -50   8   3 -32  -7 -59 -39 -13 -11  44  15  38 -35 -40  56  24   4 -45 -39   7   0  24 -37  -8  58   8  54  11  -7 -44  43   7  28 -18  40 -43 -13 -63   9  41  46 -40  15 -53 -16   7  36  52  27  61  -5 -37  21  23  19  15 -33   9 -38  24  29
-59 -32  -7 -12 -56  15  39 -55 -40  16  55 -16 -33 -61  32  39  39  20   2  36 -49  29  -7  38 -16 -56 -59  57 -29  30  23 -24  62 -48  28 -58  31   4 -49  55 -44 -57 -25 -12 -54 -57 -37  49  27  29  21  43  -6 -50  17  42 -42  23  35  -7 -11  -6  34 -13  11  -2  -7 -22 -62   8 -30 -41  15   9  11  25  17  38  10 -20   3 -33 -41  61 -19  41  39   4   0  10  61  53 -59  31 -24  16 -34  33  58 -32 -23 -36  -9  57  38 -62  18  -9  40 -35  35 -21  -4  59 -24  42  36 -49 -18 -28  26 -21 -39  31 -53   1 -17 -23
-30 -23   9  11   6 -63   4 -20 -61 -41  35  44 -12   6 -41  48   1   0  26 -27  15 -56   9 -23 -12  34 -56  -1 -29  -9  40   5  33 -15 -47 -25 -14  21  19 -10  44 -10 -30 -32  60  -7 -47  -2  57  43  35   9  52 -19  50 -24 -49  59  39 -13 -14  15  56 -45 -64 -55  -6 -13  31 -51  41  11   3 -53  44   0   4  61  62  -2  40  33 -57  28 -50  57 -60 -34  52  43  17 -25  -6   9  -6  -5  19  53  46 -14 -62  23  61   6  34  41 -58 -26  38 -60  36  15  37  43 -21  52  37 -16 -46  25 -37  35 -64  22 -20  -5 -47  63
