128 128
  5 -40 -19  27  28  -9 -23 -34  13 -32 -10  60 -61 -14  51   6  59 -10  -5 -43 -39   4  59 -47  37 -37  21  23  -1 -32  -7 -60  -8  38  31 -44 -34 -55 -14  43 -23  40  39 -19 -38  27  51 -43 -47 -18 -22 -22  50 -26  -5  23   1 -47 -18 -63 -15  39 -59  41  14  37  61  44  46 -17  23 -41 -41  -2   4 -15 -39  -9   6 -22  37  49  21  23 -41 -48 -17  24 -31  29  25  18   5  31  -5 -45   4  -8  63 -14  39  22   9  62 -44 -50 -17 -18   5  54  24 -21  39 -19 -62  62  -2 -15  22  31 -49 -16 -14  20 -49  45  39  19
-26  38 -59 -51  -4  14 -52  16  28  -5  62 -30 -15  23  13 -40 -60  15 -42   2 -63  45 -30 -48 -35  20  36 -20   1  11  63  39 -15 -60  53  45  18 -63  -3 -17  -4  -4  17  46 -45 -34 -58 -41  45 -35  26  46 -54  60  62 -25  16  34  19 -47 -19  18  57  30  22  46  11 -24  47 -55  23 -21   5 -24 -39  24   6 -32  47 -12  -3   9 -30   7   5 -31  46 -43 -61   1 -25 -15 -45 -32 -49  41 -50  27 -47  61  36  41 -24 -23 -47   2 -63  24  34  48 -52 -33  -6 -18  38  63  15  20 -43  19 -43  -4 -60 -24  28 -45 -47  42
 46 -30  39  18 -53 -49  59 -35  17  60  53 -13  45 -63  18 -25 -17  -8 -26  63 -52  -5  18 -31  55  22   9  19  41  26  -3  24  61 -28 -22 -56 -12 -26 -27 -59 -30 -38  -7 -49 -37 -53 -10  11   4  29  10  16 -40 -36  50 -48  50  -5  35  27 -42 -31 -13 -45   5  30 -37  57 -60   1  63 -26  27  -8 -10  55   3  44   2 -57   9 -52  24  34 -24  10  50 -38 -59  21  53 -37  54 -23 -18  -4 -57  10 -11 -53 -53 -12 -15  38  44  39  29 -16  20 -33  -9 -35 -21 -49  63  19  25  49  45  31   7  35  58  -3 -52 -23  57 -45
 51 -17 -34  62  35  15  36  16  -9   2 -64 -53  33  -9 -24 -51   7 -24  32 -32 -39  14  63  32 -15  58 -34  -3 -29 -41  16 -42   6  46 -44 -22  -3  56  58  52  -6  58  63 -36 -15 -24 -23  56  16 -55 -39  41  23 -40  10 -56 -46  40   5 -11  63 -43  11   6 -61  31  48   1  24  42 -11 -46  36 -11 -18 -43  29  23 -50 -19  33 -25 -42  -8  -1  32   1  18   8 -58 -57   8 -36  19 -50 -33 -14  62  32 -54  40 -42 -35  12  11  11  33 -24 -29  47  21 -60 -42  43  -4  22  12  61 -24 -44 -60 -17  28 -32 -62  42  -1 -11
 40 -32  -1  16 -10  28 -36 -63 -24  62 -23  11  45  62  15 -60  41 -53  26 -11 -55 -62  10 -51 -15 -26 -19 -12 -47  44  41  57 -52 -24  10   2 -59  38   3 -19  36  44  56  18  42   7  22  20  18 -16 -55  27 -14  19  40  35  58 -43 -41 -53 -62 -64 -60 -50 -23  14  17 -18 -11 -44  27 -39 -63  19  43  43 -38   1  -1  44  49   9   8 -29 -36 -16 -57 -42   6 -34 -31   8 -33 -26  22   8  52 -25  54 -23  -4  17   3  -3 -28 -18 -24  -2  48  40 -22  33 -15  50 -59  13 -29 -52  36  41 -22 -59 -15   9 -21 -57 -47 -32
-17 -57   9  43  24 -52 -24  60  -5  16  -6 -21  -8  37 -52  41  23 -47  -9  58 -35 -37  35   8 -32 -44 -47  12 -36 -29  44  11 -22 -11 -10 -61   2  30  63  61 -18  -6 -24  39 -33 -12  16  54   6 -57  49  35 -30  20 -21   3  41  -3 -49 -59  32  59  16 -54 -16 -58 -51  50  36 -51  47 -46   7 -41  57  38  12  10  28 -46  17  13  53  52 -30 -31  -9 -53  30   6 -48  -2   1  32   8  49  38  22  36  10  35  19  28 -22  43  22 -48  -9 -32  44   9  49  -6  -2  37  28  31 -36  39  -3  34  55  59 -29  23   4 -43  -3
-38  57 -57  61  12  35 -25  -9  -7  -9  46  25 -29  -9  11  29  54 -16  -7  21  13 -32 -45 -17 -41 -50  19  46  18  40 -21  44  33 -14  41 -19 -42 -48  37  15   7  19 -23  43 -53  52   8 -63 -28 -62  22  49 -30  41 -31  -6  56  52 -24  10  28  20  -9  -3 -58 -32  42 -36 -15  15  44  56 -29 -43  35 -18 -55 -20 -17 -19 -18 -59 -33  16  47   0 -54  39 -12 -13 -15 -48 -57  40  13 -51 -55  -9 -22  -6 -57 -42 -14 -22 -21 -42  24 -12   2 -57  33  48 -52 -64   0  59   0  11  34  52  62 -44 -60 -59  60  17 -46 -59
-55  -4  -1 -48  18  50  -6  61 -56 -46 -15  10 -39 -45  -6 -27 -45  58 -31  20   5 -61   8   3 -41  13   8 -44 -34  27 -39 -25 -41  25  -9  42  11  49  39  19 -61 -39 -35 -36 -20  23   2  -1  17  35 -45 -41  38  28  26  62 -23 -29 -46   7  62 -21  47 -43 -60 -26  63  15 -40  39 -30 -37 -64  -1  -8 -20 -42  58  43  40  29  63  63   3  27  25   1 -60  60  19  11  58  63  -6 -48 -61  33 -49  19  57  54  53 -44  54 -11  12 -30  11   6 -50 -13 -29 -51 -14  39  40 -52 -24  44 -56  60  -9 -61  59  50 -45  62  19
-30  17  12 -39   7  32 -49  60 -19 -14   7  51   0  59 -41  13 -19  62 -11  -7 -26 -31   2 -30  24   5 -35  10  24 -36 -35  58  45  41 -45 -12  10 -29 -16  55  21  56  42 -43  51 -63  34 -32  63 -41  26 -26  -8 -36   8 -48  33  38  27  -7 -62  56 -13  47  34   7 -28 -20  42  20 -29  -1  12 -51  20  -1 -49 -10  32 -50  13  -6 -12 -59  22  61 -43  -9  35  48  48  37  41 -29  20  11  42  56  55  20  13 -38 -45 -39 -25  39  25 -10 -35  -7   5  42  51  57  47   9  54 -59 -64  25  53  48  -2  30 -45 -45 -23  62
-53 -32  18  24  -6  38  50  34  13  11 -40  43 -60  29  21  55  23   5   0  13  10   0 -25  -1 -16  37 -34   3  56   7   1 -60  40 -44  28 -30  58  14 -60   7 -39 -35 -14 -35  58 -56 -44  17  13  20 -33 -41 -44   6  22   4 -21  52 -56 -28  -4   9 -24 -28  29 -60   6  23  19  11 -33  44  40  17 -54  34  25 -34 -12 -26  51  19  -3 -57 -39 -44  12   4 -56  20  40   4 -35 -48  40  59 -43 -17  18  40  58  49  20  34   3  30   4 -36  61  56   3  48  11 -64  55  36 -44   3 -23 -35 -41 -47  33 -11 -30  10 -16  -9
 57 -62 -33  51  52  51  21  -9  18 -39  19  15 -46 -42  -1  29 -41 -10   2 -21  58  43   8 -47  60 -22   6 -34  52  54  21  45  57  52  32  45  40 -11 -28  -6  14  55 -55  32 -50   8  -2 -27  62 -64  16  56  43 -39 -54  39   3  16 -58  -9   7  27 -28   0  16 -60 -19  -8  -7  17  50 -57   8  59  40  22   3 -26  59   1 -26  12  -6 -47  37   4  56 -24 -44  62  31  27  26 -61 -37 -22 -57   8  34   0 -39  20   7  34  15 -17  -8 -46  21 -12  19  59 -64 -51 -52  37  17 -59 -51  38 -61  44   1  29  47  29 -57  54
-27  41 -10  -1  -3  61 -31 -52 -19  25 -34 -62 -51  50  62 -51  63 -54  50  17 -49  63  -9 -45  43  56  48  26  21  56  16  59  33 -58  -6 -33 -60  27 -21 -15 -12  10 -13   2  -4 -15  15  -5  -4   2 -52  11   1   3  30 -19  -4  15 -57 -47   7  24 -52 -24  30   6   7  34 -31  51 -45  22  -3   7 -40  57  56  39 -12 -12 -23   1 -64  43 -60  30 -40   0 -19 -33  18  52  55  30 -35  22 -27  36  -8   6  23  12 -36 -44 -45 -12 -51 -53 -36   2   0   5 -61   0 -16 -57 -34   8   8  12  40 -38   0  31  56  29 -11 -35
