128 128
-64  32   2 -35 -22 -48 -36  44 -21  39  51  36 -52 -54 -37 -22  37 -44 -21 -36 -56  18  53 -38 -18  34   6 -43 -26   8  45 -26 -24 -17   4  19   0  32  -1  43   7 -14  15  19  -4  42  62 -30  63 -23  -2 -57  60 -13 -31 -22 -43  39   0  -5 -16 -19  34  24  28 -26 -21 -36 -58  42 -56  13 -36  23 -31  25   2 -33  59   1   8  -7   8   4  44  41  47 -63  17 -17  -3 -63  28 -33  25  -8   5 -59  21  11  47  29 -40 -52 -12  -7  37  54  24  32  -9 -31 -39  63  37 -59  41  20 -58  -6 -61   3  -5  31  34 -44 -40 -25
-39  45  50 -55  10 -53 -43  62   4  58  53 -35  26 -20  -2  51 -20 -29  56 -43  56  62  15  59   2 -54  27 -28 -34  51  12  -8  32  -2   1 -22   9  22 -24 -50  16 -35 -21 -22  10  41 -35  54 -52 -43 -53 -60 -45  26 -64  21  36  27  58 -62  14   6  -6 -18 -60  59  24  14  17 -64  28 -31 -34 -57  11  40  48  40  30  60  61  41 -63 -47   3 -63  38 -25  28  32 -23 -22 -26  36  24 -21  31 -16  57 -15 -16  21  18  14  28 -34 -10  12 -58 -44   8 -60  61   9 -43   0  10  59  39 -26  28 -47  16 -62  53 -24 -19  20
 24 -26 -59 -55  59  24  23  23  54 -50 -29  60 -30  44 -64 -32 -11 -43  32 -64 -47   8 -26  45  25  55  47  14 -33 -35 -30  56   3 -24 -63  -1 -64  24 -42  54  38  -6  50 -55 -26  51 -23  27 -56 -55  27 -39  17 -62 -58 -22  57  54  56 -40 -45 -37 -48  22   3 -47 -43   3  42 -20  -7  16  38 -21  25 -52 -34 -62  39 -25 -52   3   0  29   5   7 -56  -2  -3 -64  22  16 -37  39 -26  30  56  -4 -31  34  40  26 -13  14 -58 -52  26 -28 -49   1  11 -37 -60 -52  56   9  19 -64 -57 -48 -63  30  32 -36   5 -58  59  -3
  2 -36 -32 -22  55  19  56  61  31  18 -31  46 -44  45 -55 -40  57 -62  34  12 -62  41  28 -61   7  -4 -32 -52   2 -37  10 -59  -9  42 -17 -18  -3 -24 -21 -36  58  13 -53 -50  -6 -44 -25 -13 -42 -55  63 -39  50  27 -36  -6 -41  -4   6  25  23 -48  30 -49  58 -50  -3  -9 -10  41  20 -16 -10  31  -1  48  51  38 -29 -54  47 -30 -29  33  61  -1 -37 -44  60  34  45  19  50  12  34  45  26 -32 -28 -48 -55  56   0  -1  23  63 -17  11  37  18  21  20  52  56 -10  49  -9  17 -59 -13 -13  50 -57 -26  -2  41 -45 -40
-55  -9 -24 -46 -16  41  17 -57  40 -64  18  14  18 -25 -30   6 -33  24  -9  23 -22  -4 -54  29 -17 -47 -61  45  59 -42 -58 -60  14 -18 -41  62 -41  40 -59 -64  41  24  14  -5  63  48 -62 -33   9  -7  54  51  54 -64  16 -27 -46  20 -46 -51  42 -40 -47  -8   7 -24 -10  30 -47  -4  30  58 -44 -20 -11 -45 -35  -9 -14  38  49 -24  25  39 -23 -23 -52  -5  61 -34   8  40  -9  25 -32  62 -62  23  28 -45 -45  -5 -51 -25  39   2  -6 -60  58  45  42  43 -43   3  18  -2  45  30  57  42  60   1  18 -13 -37  51 -15 -35
 10 -50 -16  29   9  -3 -60 -16  63  -2 -11  57 -21 -33  36   1  35 -10  63  16 -44  57  -6 -47  -6 -51   4  21 -64  54  50  10 -60 -30 -25  13  31 -21  61  31  41 -14  24 -43  18  -3  22 -11  51  21 -59 -56  14  -1 -39 -55  12  29  30  12  19  17 -42  23  51  -3 -28  19  40 -30 -14  18  20 -54  39 -26   7  -3  27  -5 -46  32   3  33 -32  28  42  44  -7   8  -7 -51 -39  15  36 -51 -51 -55  32  53 -21 -46   7  63 -36 -18 -26  36  43 -63 -33  62  34  34  31 -62  -2   9  46  55 -47 -25 -60 -21  55  41  -8 -60
 50 -40  57 -35 -22   1 -36   6  47   2 -22  27   4   9  25 -26 -21  -8 -24  41 -63 -42  33 -46  -2  37  -3 -11  14  53  -7   0 -51 -14  29  -9  51  58  62  35  -4 -24  -2 -64  50 -41 -26 -35  15  14 -57  16  37  40  34 -29  13 -32  24 -36 -43 -47  28 -29   3  -6  26  -9 -12  24 -38  48 -63  24  49  51  47 -41 -48  -2  38 -41 -50  11  63  48  46  13 -48   6  41 -26  23   5   9 -38  63 -29  17 -13  60  43 -28  61   3 -43  48 -14 -20 -64  48 -46 -40  62  29 -41  47  11  36  63 -47  13 -27  40 -45  46 -61 -46
-46  20   6 -50   0  42 -53 -61  63  59 -10 -21  59 -26  -2 -45 -27 -37 -21 -44  39 -49 -45  56  29  -7  33  48 -25  36 -62  -7  -8   8   7  56 -14  18  60 -15  13 -14  29   9  24 -37  28  61 -10 -57 -47 -35 -41 -27 -42  52  30  55  36 -59  27  38  -1 -45 -17 -58 -52  33  25 -56 -45 -26  -6  48  47 -46 -53  12 -48   1  19 -31  31  42   6  53  30 -28  44   2 -22   7 -23  41  26  24  47  38  -7   8  46  12  47 -24  -4  30  -5   7 -22  11 -55  62  44  40  40 -13  29   7  23   9 -55 -63 -48 -14  42  42 -54  26
 17   4 -30  -1 -48 -47  40  13  48 -29 -44 -38  46 -35 -40  26 -59 -63 -51  34   8  37 -21  17  38  -5 -60  17 -26 -50 -21  55  18  13 -10  35  31 -34 -16  15   1   4  41 -17  34 -62 -54  39 -61 -41  10  11  60  53 -36  35 -15 -32 -12  23 -17  31  14 -63 -20 -60  36 -53 -29 -44  26  36  25   4 -44  -5   6 -34 -30   9 -11  44 -44 -14  34 -16 -43 -45  17   9  42 -64 -24  -8 -63  20  -4  38  32  31  58  -6   4  19  62  24 -50   4  54 -15 -51 -21 -35 -31  29  63  18  50 -46 -29  -5  60 -29  35 -12 -28  -8  49
-54 -40  16 -59  18 -44  24  17  44  39 -43  34 -40 -29 -50 -11   4  43 -11 -42  30   7  -7 -39   4  28  61  56 -63 -11  41 -53  13  -6 -48 -33  14  41  48  -5  16 -58 -35  40 -23 -21 -35  45 -41  18 -60  53 -38  -3 -50  30 -38 -53  22 -37   0   0 -26 -51  58  -9 -19   8 -32 -35 -61  48 -29 -31  24  12  12  53  -6  35   8  -2  24  34  59  39   0 -43  50 -42 -16 -13  22  23   0  16 -50  45 -39 -18 -53 -36 -34 -18  -3  54  59 -54  43 -11  45 -13  51   6 -43  46 -19  21 -60 -33  44 -12  18   2 -53 -45 -45 -39
