512 512
-51 -17 -14 -37 -49  52 -60 -34 -63   4  12 -64 -60   8 -18 -53  45  27  10  23  49  50 -28 -10  58  61  30 -15  56  48 -14 -59 -33  37 -31 -17  25 -27  13  26  41 -39  26  45  33 -55  56  15  36   2 -26  21 -12  10 -53 -18   7  41  31  -1  25 -46   5  56  55  38 -25  16 -53  52 -22  52 -51 -60  33  47 -51  26  -2  49 -36  36   6  17 -18  17  63  54  -6  31 -11 -45  49  58 -52  40  32 -13  -8  43 -24  34  31 -11  38   1 -28  52 -37  34  37  -9   6 -20 -56  53  61 -56  43  -8  39 -32  11  24 -37  23   0  59 -53  56  39 -13  26   6  40   0 -57 -51 -12 -30  47 -38  26 -10   6  34 -21   3  42 -42  59  17 -10   7 -23  17 -34  41  13 -23  33 -12  28  -5  58   5  60 -62  18 -16 -28   1  10  62  55 -48  33 -30  20  11  -8  15 -35  47 -42   6   0 -11 -16 -51  30 -47   1  -5  13  -4 -64   9  -2  18  57  34 -45   4  33 -53  20   2 -19 -24 -51  38  56 -22  21 -50  49 -43   3 -31 -29 -30 -14  36  29  63 -32  29   8  30 -17   2   1   2 -58 -30  13  26  36  59 -61  49  33  59 -36 -10 -55 -51  11  13 -18  46  47  32  19  12  32  51 -23 -24  18  24  42 -45 -38  48 -11  40  11 -39  35  14 -54   4   9 -26  58  18 -13   5 -33  33 -12 -50   2 -57  26 -30  58 -61  10  12  27 -11  31  54 -27 -44  30  48 -19   1  -2  -8 -59 -57  30  63  26 -46   4  57  51  56 -56 -11  63  34  23  58  38 -30   6   1  23 -26  -9  60  -6 -43  45  40  22 -21 -32  27 -13  62  26 -51 -48 -33 -58 -60 -41 -50  -7 -41  49 -47 -47  23 -13  23 -40 -54  61  16 -58  -8  37  51 -32  -4 -33   0 -41  18  -2  50  31  15 -47  37  19 -24  52 -52  -1  37 -35  16  -4  16 -24  20  26 -27 -28  33  29 -54  20  61   6  51  -3  29   5  60  15 -28  11  32 -54 -34 -55  62 -22   8  35   8 -39 -33 -40   1  51  51  38 -40  20   4 -30 -24   1  40 -36  63   5  33  59 -43 -58   6  53 -48  36  62 -50 -50   7  49  22  32 -48  47 -31 -61  34 -57 -37 -10  11  -3  30 -51 -27  58 -52  43  28 -57 -64  34  13  53  50 -15  52 -64  -1  -5  49 -42 -37 -63 -59  -4 -60  39   3 -32 -35 -49  29  59 -36 -61  54 -24  46  18 -17  46 -12  60  35 -26 -19  23 -26  44 -46 -41 -62 -19 -40 -57  41 -36  46 -19
 -4 -53  -4 -38 -57  24 -35  61 -64 -53  15 -17  57 -61 -21  28 -23  24 -12  15   4   6  38   7  52  62  14  29 -38  -3 -54  23   8   6  49  15 -34 -50  12 -34 -39 -37  13 -46 -34  56  46   7  16 -30 -42 -43  41  60  28  29  58 -22  -6 -43  39   5  44 -16 -53  29  63 -22  43  12   8 -60  39 -42 -42 -58 -50 -60  13  31 -25  36  52 -48  32  16  45  27  58 -25  48  34  44  28 -46  56  -7 -47 -30 -28  29  42 -24   5 -64  -2  11 -49   2 -40  46  41  60  34  57  29 -14  38  -8 -20 -50 -24 -50  58 -60 -32  50  -3 -14 -44  33 -49  63 -55  20  63   7 -33 -50 -55  -8  60  51 -12  30  44 -47 -48  19   9  -3  33  49  11  27  53  44  14 -14 -34  34 -45 -19  33 -36 -62  33  35 -31  47  45  25  44  32 -50  10  12 -33  27 -33  41 -40 -64  26  35  28  16  15 -22 -62  45 -52 -42 -37  46 -14 -35  15 -42  -2  -2 -61 -40 -22  35 -26  53 -17   5  16  15 -18  40  15 -55  11 -21  25 -37  21  27 -56  34  49 -29  16 -28   0 -33  -6  63  29  -3 -41 -56 -32  -3  61  15 -62  13 -34 -15 -11  46  -6 -64 -39 -45 -37  47  46 -28  17  32   7 -31 -60 -56   0  -2 -57 -35  59 -34 -27 -37  27 -30  42  29  47 -55 -50 -28  55   8 -27 -48  27   0  63  10  36  16 -22 -20  49 -18 -12 -15  44  -5  15  39  25  52 -62 -12 -41  44 -47 -58  53 -32 -21  44  40  16  61   4 -48  60 -50  53  13  -8 -31  -2  38  21  48  18 -48  -1  -7  41 -13  -5 -35  10 -25 -18  17 -35  14  60 -55  -9  12 -58  59  28 -61 -55  17  16   1  50 -50 -25   7  62  57  23  -3 -14   0  49  45  29  -5 -44 -52 -52 -15  26 -56  -5 -47  20   1 -52 -15   4 -43 -62 -44  22  53 -29  61  -4 -31  54 -44  31 -24  20  16 -43 -14 -53 -22  -2 -40  27 -40 -32 -42 -22  53  24 -10 -26 -36  12 -24 -15 -30 -35  20 -32  26  53 -42  46  20  -1   2 -28  20  52 -16  62 -14   8  26  11  40  48  53  29   8 -21 -61  37  55 -20 -42 -38   9  42  -6 -29  31  16 -47 -12 -49  20  24  36   8 -56  34  59  16  -4   6  -7 -19  -5 -42  53  38 -38  26  30   6  48  56 -49  26 -14 -13  -6 -62   4  46 -46 -40   6  54  33  15  24  28 -33 -43 -30  24   2  29  47  -9   3 -55 -46 -31  15 -62 -39  30  29  11 -47 -41  14  22 -59  32
 46  11  22  15 -38 -18 -21  -6   3  13 -46 -59 -22 -63  -3  46 -54  15 -49  25  17 -23  -8 -18  52   9   5   2 -33  10 -30 -50 -42  56  29 -16 -25 -55  42  42  22  61  48 -63  62 -19  47 -55  60  62  34  13 -25 -38  60 -36  36   1  30 -61 -52 -63 -47 -30  57  47  18 -32  56  -3 -53  14  -6  59  15  -8 -24  -2   1 -28  -3 -28  49  36  -2  45 -64 -30 -17  31 -26  -5  32  -9  29  25 -26 -17  58 -34  44 -59  45 -26 -64  -4  31 -24  59 -32  12  -8   4  -3 -36 -61 -21 -35 -27  26  60  11 -43  28 -61  50 -11 -23 -31 -17   8 -50 -12 -11 -12 -12  49 -45  28  44 -12 -24 -28  56  38   1  59 -47  30 -31  43  26  44 -64 -10  47  50  43 -39 -45 -37  33 -31  15 -42  22 -60 -57  41  32  52 -35 -55 -40 -42  47  25 -47 -64  -9 -14  43 -47 -33  43   7 -50  29 -13 -25  48  14 -56 -46 -35 -34  40 -31 -26  17 -62 -38  47 -53 -14 -59  58 -52 -42  58   3   9  37  21  40  16 -36  54 -19  15 -34 -35 -35 -26 -17  -5   5 -41  28  43  41  30 -59  24  41  -9  29  35   3  51  29 -57  -4   2  28 -28 -46  56 -37  -1   8  -7  29  37  31 -52 -32 -28 -28  61 -49 -51  27 -44  37   5  12   2 -24 -49 -11 -58 -42  50   8  50 -42  27  43 -15 -38 -13  42  55 -40  10 -60  -7  46 -24 -10  62 -11 -47 -46 -38  22  30  28  63  46 -47 -59 -60 -61  13  55 -38 -24  34  11   3 -43 -10  -6 -19 -64  -2  38  46  38 -36  44 -37 -18  63 -11 -60  29 -47 -61  11 -29 -56  16 -26  22   7   0  62 -23 -52   1  -2   2  60  43   2  -6  18 -16 -31  46 -35  -4 -36 -36  50 -31  57 -61 -28   5 -26 -19 -43  13 -61  28 -51 -63 -59 -39   3   3  27  -1 -18 -35  57 -64  14 -38  47  43  23 -53 -57   9 -20 -64  12  17   5  51  62  26   0 -63 -10  13 -62  -5  39   5  62   2 -60 -19  32  62 -19 -18 -40 -36 -39  47 -24 -32  -8  20 -32 -59 -27  38  56 -29   0  -8 -28  55 -59 -25 -14  44  44 -15 -17  49  30 -49  47 -53  -3 -57 -24  22  55  16  54 -17 -28 -42 -12  10  60 -20  45  -3  36 -46 -12  42  -7  38  22 -27 -41 -59 -42  53 -44 -59 -63  17 -51 -23 -25 -60  57 -35 -13 -35 -12  40  39 -16 -44  21  45  57  39 -31  35 -32 -56  -7   5 -33  -1  28 -43  19  33 -42 -27  46  -1  12  50  -8  42
-26  21 -34 -50  -3  14 -30 -46  -4 -37  57  29  62 -39  37  -8  30 -59  55  -6 -38  10 -36 -16  47 -54  47  -4  61 -25 -26 -29  60   4 -15  -7 -46  19  11  14  47   4 -20  45  29 -47 -27  -4 -42 -36  54 -16  39 -46  32  22 -35  15 -46 -38  54  -8  -3  51  60  46 -20 -49   1  56  29 -16  -4 -55 -34 -38 -37   3  22 -15  32  12  34   7  31   2 -35  60 -46 -16 -42 -56  40  19  59  37   1 -24  52 -62 -32  17 -13  28  27  17  54  54 -44  12 -25  52 -39 -55  -5  56  12  25  52  30 -55 -54  38  49  29  34  22 -34 -54  10 -32 -22 -36  19 -58  55 -28  61  45  -7   9 -44 -19  34 -34  41  26  42   2  14   8  11  24 -18  -4 -11 -48 -45  19 -38  29  52   4  57   7  11  48  44   8  29 -27 -47  50  18  52 -48  -5  14  58  61 -35   2   8  53  48 -59 -21 -63 -40  62 -37  53  50  32  47  -6 -21  31 -26  51  -3  11 -60 -17 -35  56  -1  25   7  -7  22  36  59 -33  25  43 -28 -60  44  -4 -61 -56 -15  53  40 -32 -17 -45 -64  21 -58  -3 -32 -54  44  -2 -61 -21 -41  10  36  45 -18  31 -52 -57  10 -16 -52  -9  44 -49  -1 -34 -60 -25  -2 -12  -6  -2 -55   0  59 -22  10  39  40  13 -46  63 -41  54  44   5  21  57  13 -32 -23  25  23 -42  40 -42 -12  44  -3  50 -32  55 -15 -22  -9 -20  20 -63 -44  -4  15 -26  -5  38 -35 -25 -20  50 -32  57 -46  10  18  41  32  -6  63 -44 -26  -4 -58   7 -13  -9  49  42  36   5  44  56 -63  -5 -34  -4 -31  -5  35  13 -18 -60   6   0  14 -40 -22 -18  18 -23   2  57  38   8   0 -39 -64 -15 -60  36  54  48  28  55 -21  58 -13  12 -10 -42 -38  36 -38  32 -28  40  57  14 -42  11  56  24   4  30 -31 -60  55 -31 -11  59 -59 -21  43  33 -30 -42  27  21  35 -47  44  61  53 -58  29 -38  47  22  40 -59 -30  32  30  38  -2  63  43 -10 -32 -32 -15 -27  12 -35 -58  46 -13  33   4 -42  51 -16 -45  40 -10  49 -62 -27   7  43 -21  41  11 -55  16 -54 -56  -5   0 -24  27  49  13 -25 -50  19 -42   2 -12  26  24 -25 -54  44 -48   0  29 -46  38 -28  61 -47 -50   9 -38  30  19 -30 -39 -45  10  52 -60 -41 -36 -45  42 -14  21 -34 -52 -19   6 -42 -39  22  22  54  40  -4 -37  38  13 -23 -17  39 -57 -62 -55 -32 -43  19 -44 -39  42 -16
-20  20  34 -63  51  46 -17  -7 -60   8 -49  27  -1  55 -41  26  29  37 -61 -52  12 -54 -50  22 -22 -29 -23  -2  -3 -44  47  41  40  17  43  27   0 -38 -44   4  34 -29 -33 -31 -37  -9  59  56 -36  62 -59  40 -56 -45  -2 -14  -9  40  49  52  60  32  29  36 -15   8   0  49  34  20 -10   5  56  21  38 -45 -52  34 -53 -24  32 -48 -47  41 -28  15 -37  27  -9 -52  15 -13  44 -20 -40 -34  53  24 -49  23 -20   5 -36 -28 -37 -61  -9 -25  37   3  16   5  19  33 -18  55 -16  10  18  40  22 -31 -37   3  14 -13  33   3 -53  48 -38  -8 -10  -9  28  17  -6 -44  56 -33  23   8  36 -22 -23 -45 -30  26  29  52   2 -13 -42  29  54  36 -47  23 -25 -36   8   1  20  62  56 -15  15 -14   5   7  17 -36 -48 -10   6  -7   9  40 -45 -26  29  21  25  51 -13  16  23   4 -25  62  32  47  -1 -11  45  -8  38  -4  42 -21 -60  -4   7 -44  50 -51  13  -5  54  33  33  19 -10  -6   6  41 -54 -35 -19 -14 -37 -50 -31  26   3 -49 -46 -23  11  61  20  15  -7 -37  35 -21 -24 -15  38 -34 -46   7  49   8 -63  -9 -14 -52  20  31  -2  47  45  31  10 -16  46  28  25  -6  25 -19 -55 -46   8  45  -3  49 -34 -29 -49 -16  42 -63  56  44  -8 -22  56 -51 -54 -10  60  55 -43   6 -24 -60 -29 -63  -2  60 -17   7 -49  55 -12  12  40  18  48  56 -62  26  57  59   6 -15 -27  -2  -2 -17  52  -5 -25 -54 -63  15 -50 -28  16  12 -31  63 -45 -16  55   8  60  31 -38  44  23 -35   7  16 -40 -51 -62  -3  12   0  45   0  59 -44  10  61  35  24 -31 -13 -28   2 -13  -8  50 -22 -64  47 -55 -38  27  33  -9 -30 -15  15 -16 -13 -51  60  52  58  -4  47 -50 -57  44  49  31 -50 -28 -60  16  23  -4   3 -63  -4 -14 -53  22 -51  44 -50 -16 -35  29  32  17  42  28   5  36 -40 -12  50 -33 -31  35  63 -17 -56 -61  63  31  -1   2  33  59  52  44  17 -62  24  31 -14  53  -3 -46   6 -25  46 -53 -52 -58   0  62 -26  33  34 -27 -48  42 -24 -49   9  39  18 -22  34   6 -42 -13   8  46 -45  58  36  16 -52 -22  55  58 -10 -61 -63  54 -62 -25  23  36  12  39  14  52  54 -41  27   8   2  -3 -49  24  48  23   7 -61  18 -21  19  30  21  11  25 -53  14  26 -63  16 -63  24 -12  13  -1 -62   1 -10 -38 -36  62
 28  25 -51 -12   9  37  59  13  -9 -26 -32 -43  60  43  46 -57  -6   8 -55 -54   9  33  -1 -42 -31   1  23  23  27  51  21  -9  12  35  44 -42   8  39  35  63 -50 -61 -44 -54  47 -61 -47 -23  11 -38 -13 -43  60  50 -21 -35 -12 -61  52 -49  54   9   7   3 -20 -13  25  52 -38  -4  51 -24  -1 -56 -14 -18 -53   4  23  22  30 -53  43  26  61 -41  55 -15 -38  43   1 -48 -11 -56  19  33  -5 -20  22  21  40   9  62 -24  17 -16  22  28  52 -18 -13  19  -7 -34 -19 -10 -11 -27  40  15 -48 -23  32   5 -15 -13 -25  44  32  61   1   8   6  -1  48 -40  48   7  52  36  53 -25  -9 -18   6  37  36  59 -54  12  11 -38  53 -21  32 -26  30 -57 -46  -2 -60  20 -57  10 -45  55  34 -61  -2  23  40 -13  62 -33  33   4 -60   6   0 -50 -46 -53 -23 -56 -10 -55 -18 -44 -48   1  19 -44 -43  26  30 -24  17   1 -20 -48 -40 -44   3 -42 -13 -27  27  -8  43 -37   6  61 -26  47 -59  28  56 -12  48 -56  53   3 -36 -54 -35  59 -14  47  -4  30  63  20  50   2  42 -26  39   5  30  18  32 -28  16 -58 -44  21  34 -52 -55  19 -43  62 -42 -15 -56 -12 -20  -5 -29  40 -39 -30  -4 -52  36 -25 -14  12  44 -48 -34  13 -12  46  19   8   4 -10  21  13 -55  42  12 -33 -37  20  19   8 -49  54 -16 -23 -40  45 -11  61 -44  39   9 -64  55  39  13 -21  22 -31  52 -38  23   9  39  32 -13 -13  63  14 -56  19 -42 -41   9   7   0  34 -12  53  31   8  28 -24   8  19 -49 -42  63  37  -9  51  63 -50  -4  39  46  47 -38  45  -3 -30   0  20  -6 -54 -37  58  44  15  48  11 -41  12  51  31 -32 -62  53 -33  40 -20 -46  39  -6  14  14 -24  -3  41 -42  58 -53  22  14   5  32  41   0  12  -8 -16 -41  15  60 -54 -17 -36 -51 -28  -5  53  17  13  28 -53 -37 -21 -12  24 -44  10  19 -33 -32 -31  37 -63 -53 -27  13   3  21  37 -45  17  47   2  46  60  38 -23  49  -9  55  14   3 -46  57  55  43 -51   1  -2 -20  33  31 -47  34  42 -10 -16 -18 -53 -43   1  29 -60 -61  11 -63  41  52  50 -31  43   0  36  62  -7  27  41   6 -36 -25  51  61 -58 -60  32  49  -5 -48 -33   6 -27  32 -29 -23  35  46 -22  12  35 -35  45  14  29  17  12 -41 -20 -11  29   8  28  16   6  35  21 -26  20 -48 -10  51  22
 27  19  58 -60 -10  40 -17 -62  11  12  48 -38 -23   1  38   0  46 -36 -34 -10  56  46  60  27   3 -30 -17  19  24 -30 -22 -13  53 -28  -8 -21 -52  39 -18  24 -13 -34  50  28  31  24 -35  13  52  -5 -60  45 -23 -64   8  45 -29  56   0  59 -38  42 -17 -48 -50  39  -5 -37  14  41  51 -63 -57  37  29  39  -3  58 -12 -14 -11  -8 -33  31  -7  39  12  28  31 -52  23  58  55 -58 -54 -59  45   5 -32  -5 -17 -45  -4 -10  56 -38 -35 -10 -44  18  40  10 -54 -57 -23   3  46  53 -33  14 -63  55   8  56  61  18  62  43 -41 -34 -26   6 -14  35  61 -22  61 -38  32 -47  44   8  27  55  15 -60  -6  -2  57  26 -52  59  17  20  51  14 -26  49  -7  -3 -48  32 -60   2   3 -63  44   0 -37  13  17 -56 -43 -19  63  37 -15  -7 -29 -21 -45 -17 -26  36 -61 -39 -13 -23 -53  44  38 -37  12  42  29 -49  43   9  15 -57 -42 -31 -49 -20  14 -50 -47  63   7 -12 -22  27  35  16  -1  38  42  50 -49  53  31  53 -48 -21  32  45  -5  11 -10 -54  18  13 -21  33  57  57  47 -54  57  -9  -2 -29 -46 -31  52  17 -57  30   4 -42  19 -29 -53  35  14  43  16 -55  -9 -58 -44 -55  19  -1  43  12  -7  26  22 -14 -47 -44  21 -29 -11   9  53  -4 -25  -7  18  58  28  30  29 -22   9 -19 -12 -64 -12   8 -54 -57 -57  53  20   0  15 -22  50  33  -1   8 -60  52 -47  57 -15  -7 -14 -61 -13 -50  33 -47  -7 -21  -2  45 -21  50 -11 -11  58  -4 -22  14  61  58  56  47  27  -9  -9  31 -20   9  25  29 -62 -53  32 -11 -38   2   6  19  45 -59   0 -40  55  53  14  49 -15  56  -1 -18  50  -8 -34  13  47  21 -19 -37 -34 -58  56 -32 -47  25  22 -21 -37 -36  62 -56 -31  -2 -32 -39 -13  46 -54  37  39  10 -45  25 -62 -15 -25  49 -57  20 -51 -27  26 -59   6  43  30 -36 -41  57  -8 -43 -63  26  20 -30  51 -57 -48  61  44  55   7 -64  17   9 -15  56  -5  -8  12   8  30 -26  13 -28 -47 -20   0 -24 -27  56  -2 -25  18 -46   9   5 -39  25   3 -58  17 -54 -58 -30  20  -9 -38 -49  48  38  23  14 -52 -28  50 -35  16 -14   6  54 -22 -60 -35  61 -42  38   2 -17  -1 -59 -11 -48 -48  -5 -14  36  51  12  51  35 -14  10 -15  -2  46 -29  28  -1  21 -30 -11  63 -26  18  60  -4  -8  -1  43  55   4 -31
-56  20  28  -6  -8  15 -57 -21 -14  -7  53  35  56  36 -58  20 -29  27  54  24  27 -36 -22  23  24  34 -42   3  25  27  36  33 -17   1 -36  40 -48 -29 -45   3  28 -55 -26  20  45 -19 -24 -48 -56 -34  40  35  -6 -46  -5 -46  52  17  22  13 -20  -6 -17  28  59  11   4 -52  46  23  15  10  32  53 -33  13 -30   7  29 -21  38   5 -50 -32  23   9 -13  11 -37 -55 -39   7   3   8 -29  -1 -45  39  11 -63  -1 -38  11 -33 -49  42  45 -14 -14  10  29 -40 -48  43  -8  39 -11  43 -13  16  52  12 -41  -8 -44  -5  55 -25 -30   2 -24  33  28  51 -63  43  30  46 -35 -48  -8  58 -24   8  38  32 -16 -37  12  35  43   0 -17 -62  56   3  -3  47  42  32 -15 -46   1 -51 -59   2  57  35 -16 -42  51  41 -47 -37 -15  55  60  33 -46   8   4  61 -56  51  63 -63 -10  -3  48 -32 -35 -30 -14  30 -17  -8 -31 -24 -37  17  -1 -49  -6  16 -22  44   7 -26  13  25  46 -46  22  55 -59  21  56  -4 -46  40  28 -17 -54 -49 -50  -6   7 -17  34  34 -64 -31  49  -5  49 -36 -25  -8   2  52 -47 -15 -58  39 -24 -52  -3 -32   8  15 -56 -28  63 -45 -13 -51  13  58  -4 -17  29  -4  17  14  55   2  42 -34  59 -19 -45 -52  30 -39  52 -58 -27 -15 -26  45 -64 -18 -46  63   1   5 -52 -50   0   8  -2 -35 -59 -49  43  60  17  22 -37  12 -61 -18  25  33   7  13  39  45  62 -51  26  62  -5  44  62  61 -14 -54 -53  50  19   9 -49  24  24  58  20 -22  16  47  54  19 -35  15 -12  37 -36 -37  18 -38 -24 -20 -39  36 -39 -41  33  11 -31  44  -3  52 -10  12  12 -50   6 -31  -8 -41 -48 -17  42 -18  62 -33 -45 -37  -6  37 -11  35 -47  14   7 -22  37 -24  53 -57 -44 -14  59  10  62   8  25   5  41 -47  28  57   0   6 -25  -1  37  -6  26 -32 -33 -49 -61 -15  30  10  27   3  50  17  10 -58 -61   6  17 -62 -50 -22   7  55  -5 -29  48  60  41 -40  -5  15  18 -43  47  50 -28  50 -29 -62  -4  62   6 -18  15 -48 -12  19  22 -59  21  36 -17 -36  27  43  -1  12  39 -24  36 -30  55 -10  -9  38 -24  27  24  11  30 -44  10 -28   2 -39 -12  55  44 -53  60   1  47 -20  29  11 -41 -36 -41  62   5  59 -32  -4 -15  23 -29  26 -14  59 -27 -48 -48  47 -12  18 -55  41   9  53  52   6  -9  35  50 -44
-18 -55 -15   5 -57  54   0 -25 -14  50  62  21  12 -16  17  49   1  33  33  53 -13  42  30  61  31  18   3 -42 -10 -11 -21  36  -2  28 -22   5  18  42  44 -60  28  42  26 -24 -38 -21 -38  27 -52  59  17  -1  37 -17  -4   4 -62  63  27  -8 -12 -58 -36  50  34   6  -9 -12 -15 -29  -8 -51 -51 -46 -10 -24  -3  16 -61   9  11  20 -55 -16 -60   5  52 -58   5  15  -2  57  21  26  44  -9 -31 -29  43  18   7 -28  31  20 -10 -43  60  52  37 -64  -3 -16  20   6  32  24 -52  21  30  17 -28 -36  10  58  55 -10 -15 -40  26 -35  42 -31   1   9  53  55  31  50  43   4  50 -23  53   6  47  21 -33  59 -22  61  12  15 -38 -41   9 -47  13  58 -23 -25 -41 -45   8  24  28  -2  16  -5 -16  -5 -64 -30  36  53  40  20  10 -57  15  53 -59 -36   4 -33 -13 -51 -16 -64 -57  25 -24 -33  44  48  55   8 -18   7 -60  30 -61 -60 -64  39  57  41  -5   3  48 -53  -8  53 -25  60 -44  26 -55   4  26 -47 -35 -62 -16 -55  51 -25  18 -31  47  22 -64  50  26 -64  25  19  41 -43 -42  26 -32  15  15   7  11  36 -31  21 -24  59  38   6  62 -42  15  49  -3 -31 -46 -20  55 -46 -34  17 -45  56 -28  60 -51  -5  22 -19 -54 -26  52  21 -54 -43 -22 -14 -48 -48  56 -50 -26   8  63  36  41 -46 -48  33 -28 -17 -14  -9 -25  23 -12 -12 -46 -54  33 -36 -16  21  49  -6  42 -36  45  58 -20  37 -55  19 -19 -56  -9 -41 -38   7  56  -1  54 -22  54 -35 -63 -22  17 -45 -11 -14 -17  37 -57 -31 -32  49  -3 -51  44  41  50  53  -4 -32  61  51  -9 -40  -5 -17  23 -15  25  13  15  27  56 -32  46 -19  19 -34 -46  26  -1 -14  12  60  -1  -8  37 -14 -19 -30  18 -22 -43 -55   2  16  -8 -39 -62 -47  39  17  44  31  49  27 -52   4  57 -34 -33  -8  17  43 -12 -48 -29 -39   2  16  -5 -44  58  17 -35  -3 -31  21  22 -29  39  -3  52  19 -36  38 -18 -24 -22 -25   7   9  31 -40 -12 -45 -24  23 -19  43 -25  40  63 -30  -7 -35  31  27  50 -11  62  25  51  51 -19 -49  25  27  -8 -61 -61  63  13  34 -41 -63  54  -1  25 -29 -22 -64 -53 -22 -30   5   7 -63 -32  -7  -9 -34 -45 -22 -47   0  -7  42 -37  49  46 -34  48  -5 -63 -57  -4  55   7 -43 -38  49 -42 -27 -37  -8  42  34  -6 -54 -36  49 -23 -17
-37  -6  47  20 -27 -54   6 -45 -23 -10  14 -22  -2 -54 -31 -59 -32  -5  54 -10  32 -46  46  11  52 -24  21 -48 -39  62  -1 -12  -7 -18 -55  30  -7  15  49  34 -59  -1 -52   3   9 -19   8  41  40  -1 -33   8  17 -50 -45   5 -10  41  22  16  39 -43 -60 -32   4 -51  62  61  28  47  31  34 -18  43 -27  56 -40  46  33 -64 -19 -63   8  62 -49  28   3   5   5 -39 -43 -20 -17 -38  13  51 -25  11  48 -60  -5  15  38  41  -6 -53  33  18  57   3  18 -26   4 -38 -28  19  54  40 -40  -5 -63 -18  40 -16   8 -11 -29  47 -64 -45  51  -5  34  25 -27 -36  37 -58  46  30   9   0 -59 -51  27 -23  32  17 -47  57 -51 -45 -25  53   3  47 -22  39  30 -22  58  18  38  29 -21 -53  57 -48 -47  40  47  27 -24  52  40 -61 -35   9  21 -17   2  34   2  41  23 -59  24 -63  44 -10 -21  39 -56 -47   4 -12 -36  -3   4 -18 -27 -13 -55  14 -25  49  17   5  -6 -26  52  60 -56 -10  37  31  -5  -3  32 -24  52 -52 -49  60 -35  19 -16  -6 -48  53  40 -10 -24  49 -60  16  34  21 -43 -35  60 -55 -39 -60  -1  63  36  58  -4   4 -30 -16  16 -15 -19  46 -60  29 -24 -43  18 -48  11  59 -63  15  11  35 -28  32 -64 -32  41 -38 -27 -24 -39 -55 -30  21  13   5 -58 -34  54 -13 -52  59 -48 -12 -48  35   4  27  30   5 -22 -23 -24  14 -55 -23  47  50   3 -44 -38  28 -35  -4 -15  42 -63  -9 -56  56  42 -44  51  59   8 -61  30 -52  30  -4  17 -56  37  58  22  46 -29   5  32  38  25  58   2  54 -10  51  33  -8 -21  41 -16 -43  62 -29 -48   6 -26  46  19 -60 -22 -28 -52 -49 -34  34  61   1 -24  29 -25 -63  23  41  56 -50  29  25   6 -56   2  54 -35   0 -39 -18 -57  -1 -36  26   3   7  62  15  22 -35 -15  20  30  25 -15 -58  27 -55  47  19 -41  12 -20  29  20  46  19  50 -17  44 -32 -10 -21  -4 -48  46 -61 -50  -3  26 -21  46 -18 -54   8  31 -48 -29  40  63  54  63  12 -30  28 -32 -48 -17 -46  -1 -37 -14  53   6  47 -59 -12  50 -44  49  12  -1  32  58   9 -24  26  25  11   2  25   1   2 -27  35 -34   5  51  14  24 -13  41 -54 -24 -16  57 -18  36  44   2  22  -8 -63 -10 -13  11  30 -51 -28 -23  15  61  42 -47 -30  13 -16  40   0  62   0  51  39  10 -36 -41   4  10  60 -16
