32 32
 58  43  13 -43  56 -23  20  33 -31  44  49 -26  -7 -14 -38  26   6 -32  -9 -44  11  11  26 -59   1 -16 -52  19 -24   6   4 -30
-14 -46  -9 -22  -5 -52 -53  29  56  60 -61 -15 -17 -35 -53  53  -3   2 -54 -55 -50  36 -50  15 -44 -37 -30  -4  33  38  31 -45
 56 -42  -3 -12 -30   9 -47 -38   5 -44  11  52 -15  22  42  47 -39  52  56 -25  24 -58  54  44 -31 -40 -24 -61  62 -57 -42  55
-34  20 -21   0 -35  -4  27  34  16 -26  23 -63  61   1  48 -42 -11  40  -3 -51  47 -13  57 -48  11 -31 -45   9 -23 -22   0   7
 62  43 -57 -37 -25  34  61  55 -55  20  57 -58 -43  41 -36  10  18  25  23   1 -52  16  17  23  50  37 -32 -37 -49  33  34 -51
 12  41 -24  52  12 -27  43  21  58  36  27 -49  14  55  26 -32  16 -15  33  28 -62 -14 -13  52 -41  19 -49 -26 -12  49 -13 -63
 26  27  53 -26 -63  32  59  59   5  22 -54 -45  13  36 -13 -35 -42 -44  57 -40   6 -20 -52  30 -64 -37 -60 -12 -52  -8 -11  38
-45 -22 -51 -44 -53 -56 -49  16  31 -38  35 -20  62 -42  10 -44 -22   3 -20  48  48  -8  14  48  19  19 -28  31 -53  26   6 -34
-60  19 -13 -49  27   2  31  -6  28   2  39  27  24 -15  47 -62  52 -36  51  36  20   1  20 -24 -44  57 -57 -33  19  13  -2  23
-32  49  39  60 -13   6 -10 -48 -55 -35  43  33  14  26  36   3  54  23 -25  11 -40  60  51 -19  53  58  12   8   8 -54 -33  40
 59 -58  36 -17  13 -37  -1  22  -8 -22  -9 -57 -60 -37  10  59  50  49   6 -53  45  -7  -8  34 -13 -60 -22  59 -49  10  36 -54
 16   8  -7 -35  35  56  51 -36 -30 -21 -29 -25   6  45 -30  -7  30  40   4  12 -31  60 -18  20 -64  25  16 -49 -29 -12 -38  51
 60  19 -47  32  12 -60  60  46 -17 -33 -43  54 -52  -9 -17  42 -33  51 -10   0  47  37 -43  47  -2  37  63  33 -39 -39  20 -43
 44  37  53  -8  42  49 -25 -39 -48  -4 -49 -36  52  -2 -57 -45 -15  -3  20 -32 -30  41 -48  32  14 -49   1  39 -24 -42  60 -44
 59  50  13  37  35  52  63  52 -16 -50 -48 -28  13 -41  -8  62  21 -52 -33  55  53 -17  24   3  -2 -39 -22  38 -17 -26  58 -21
-40   7 -48  60  -5 -49  48  44 -34 -64 -48  43 -40   8  41  45  20 -56  36   9  -9  -4 -52  53  22 -10  27 -59  29  22 -16  53
-35   1  49  25  16  33   5  46  34  21  25  58 -34   3  39  50  11  11  -4 -61 -56   8  56  30  63  20  35  28 -22 -44  17   7
 21   3 -32 -27 -28  37 -44 -58  -5  45 -64  25 -16  39  11  60 -13 -57  63  -5  16  55 -39  15  11  60 -21  53 -48  60  -3  37
 -1  29 -53  36   3 -33  42  62 -52  43  23  -3  18 -30  -7 -59 -22  -8   0  58 -17  25   9  59  22  52  48  38  48 -19  12 -16
-53  23 -44  14  54  62  12 -62  41 -29  -1  -4   5  56   1  47 -16 -62  41  32  27 -14  27 -15 -26  11 -40 -41  57  36   7 -60
 -5  27  18 -15  25 -34 -13   3   1  51  63 -58  43   0  54 -36   2  31  60 -34 -46  23  15  -8 -30  39  15 -37  11 -42 -33 -58
 49  49  -9  11 -49  43 -50  16  30 -51  23   9  13  13  37 -48 -20  33 -18  -2  -8  61  55  27  37   6  54 -16  29 -42  -9  14
-57  46 -39 -41  25 -25  39  -9 -12  -2 -63 -62 -53  38 -46  -8   8   0  54 -64  -3  45  27 -30 -12  18  19 -47  40 -54  31  47
 56  57 -58  18 -32  46 -55  21 -20 -54  23  -8  49  41  48  -7 -23  38  -7  38  20 -43 -55 -56  39  28 -39  15  38  56  -2  30
 49   5 -16 -46 -13  -6  39  31   4  -2 -41 -11 -25 -57  46  16  46 -24 -10   2  -3  -1  10 -28 -37  35  51 -63  27 -15  32  13
 54 -48  31 -23  10   6 -55 -49 -60 -32   4 -21 -24 -13  59 -42  27 -15  24 -40  49 -30  -4 -52 -59 -17 -50  32  32  46 -19  23
 62 -52 -64   9  18 -55  24  22 -22 -36 -63  18  15  60  40 -22 -18   0   2 -33  34  62 -21  39 -19  -7   7 -50 -25  53  37 -26
-63  37  47  20  47   7 -22 -39  35 -20  43 -13 -24  19  29  22 -45 -32  53  53 -34 -31  28  12  26 -29  26 -62 -40  -1 -24 -38
-28 -41  46 -45  30 -40 -20   1   4 -41  52  45  42  18   3  61  50  -7  50 -48  26  14  28 -12  50 -10 -10 -54  53  30 -28 -38
 53 -46 -19  19 -21  26 -43  47  49 -55  28  28  27 -32  25  13  25  12  30 -13 -38  -6  39 -52  49 -34 -41  38  60  -5 -64  50
 14 -18   5  57 -56  26  40  57  36   5  21  -1  37 -17 -51  -2  59  43  49 -43 -27  24 -30 -42  54  -7  61  51  52  61  37   2
-21 -22  -5 -13 -59 -28 -19  41  41 -62 -24  14 -15 -11 -52 -20 -32  61   2   6  21  36  28  12 -35  25  -1 -47  23 -28  20 -62
