32 32
-30  17  12 -39   7  32 -49  60 -19 -14   7  51   0  59 -41  13 -19  62 -11  -7 -26 -31   2 -30  24   5 -35  10  24 -36 -35  58
 45  41 -45 -12  10 -29 -16  55  21  56  42 -43  51 -63  34 -32  63 -41  26 -26  -8 -36   8 -48  33  38  27  -7 -62  56 -13  47
 34   7 -28 -20  42  20 -29  -1  12 -51  20  -1 -49 -10  32 -50  13  -6 -12 -59  22  61 -43  -9  35  48  48  37  41 -29  20  11
 42  56  55  20  13 -38 -45 -39 -25  39  25 -10 -35  -7   5  42  51  57  47   9  54 -59 -64  25  53  48  -2  30 -45 -45 -23  62
-53 -32  18  24  -6  38  50  34  13  11 -40  43 -60  29  21  55  23   5   0  13  10   0 -25  -1 -16  37 -34   3  56   7   1 -60
 40 -44  28 -30  58  14 -60   7 -39 -35 -14 -35  58 -56 -44  17  13  20 -33 -41 -44   6  22   4 -21  52 -56 -28  -4   9 -24 -28
 29 -60   6  23  19  11 -33  44  40  17 -54  34  25 -34 -12 -26  51  19  -3 -57 -39 -44  12   4 -56  20  40   4 -35 -48  40  59
-43 -17  18  40  58  49  20  34   3  30   4 -36  61  56   3  48  11 -64  55  36 -44   3 -23 -35 -41 -47  33 -11 -30  10 -16  -9
 57 -62 -33  51  52  51  21  -9  18 -39  19  15 -46 -42  -1  29 -41 -10   2 -21  58  43   8 -47  60 -22   6 -34  52  54  21  45
 57  52  32  45  40 -11 -28  -6  14  55 -55  32 -50   8  -2 -27  62 -64  16  56  43 -39 -54  39   3  16 -58  -9   7  27 -28   0
 16 -60 -19  -8  -7  17  50 -57   8  59  40  22   3 -26  59   1 -26  12  -6 -47  37   4  56 -24 -44  62  31  27  26 -61 -37 -22
-57   8  34   0 -39  20   7  34  15 -17  -8 -46  21 -12  19  59 -64 -51 -52  37  17 -59 -51  38 -61  44   1  29  47  29 -57  54
-27  41 -10  -1  -3  61 -31 -52 -19  25 -34 -62 -51  50  62 -51  63 -54  50  17 -49  63  -9 -45  43  56  48  26  21  56  16  59
 33 -58  -6 -33 -60  27 -21 -15 -12  10 -13   2  -4 -15  15  -5  -4   2 -52  11   1   3  30 -19  -4  15 -57 -47   7  24 -52 -24
 30   6   7  34 -31  51 -45  22  -3   7 -40  57  56  39 -12 -12 -23   1 -64  43 -60  30 -40   0 -19 -33  18  52  55  30 -35  22
-27  36  -8   6  23  12 -36 -44 -45 -12 -51 -53 -36   2   0   5 -61   0 -16 -57 -34   8   8  12  40 -38   0  31  56  29 -11 -35
  2  46  36 -39  -6 -64 -18  13 -11  -5  24  17  61 -40 -42 -64  24   7 -56  55 -49  16   3  55  42 -61  23  34  33 -52 -64 -29
 58  36  -4 -12  36  42 -63 -39 -26  26  42 -29  50 -63 -28  11   8 -20   2  23  60 -59  15  38 -56 -26   8  41 -14   8 -52 -19
-20   9  33 -47 -13  35 -22  25  -3 -43  61 -17 -42 -31  58  30  13  -4 -11   9   1 -60 -17  10 -22  55 -13  29   0   0 -54  44
-55  43  61  -4  14 -24 -42 -53  -3 -45  -5  19 -12 -11 -15 -63  50  38  10 -13  43  57  61 -43  48 -15  50 -16  49  60 -35  58
 40 -38 -10 -10   2  12   2  63  31  61  18 -45 -14 -61 -44 -28  42  30  24  21  23  21  42   8 -58  29  56  55  25 -43  49   1
-16 -24  56  50  52  -6  50  20  -9   4  39  41   8  60 -50 -14  26  38 -57 -14  -5  49  58   2  14  50  -7 -24 -56 -21  41  -8
 19  33 -22   7 -37 -36 -37  18  33 -61  -4 -23  63  10  27  25 -16  34 -53  43  19 -59 -19 -30  56  39  10 -64 -46 -13  -8  37
-43  34 -20 -16  63   8 -61  32  11  -1 -55  10 -55  36 -29  -7   6 -17 -28 -39 -12  18  -5 -20  -7 -59 -20  11  -7  36 -16  14
  7  28  62   6 -28 -63 -26  47   0 -17  -7   9 -45  29 -62  25 -52 -25  50   0  57 -18  45 -14 -13 -39  61  44  62 -19  -6   5
-55  -7 -53 -18  -6 -15 -35  59  32  23   4  51 -12   7  12   0  46  -2 -64  39  44  45 -39 -32 -57 -42 -52 -59   3   7  10  12
-64  21  58  -6 -58 -40 -11  38  47  58  25 -29   1 -27  35 -17  35  35 -42  16  17 -17  48  24   5  60  29 -56   3 -25  20   3
 60  15  62 -62  39 -13  40  22 -19   1  57  46  38  28 -35   9  -1 -13 -39 -48  34 -55  40 -25 -58   5 -17   9  44 -60 -51  40
 19 -53  42  -6  -2  18 -48  44 -45 -55  26  57  37  56   3 -28 -21  28 -11 -50  38 -35 -11  44  35  37 -11  15  41   2  -8  -4
 13 -30  54 -52  53 -58  56 -56 -49  18 -62  52  10   5 -40  54 -31  13 -60 -57  43  -7  51  14 -34 -23 -35 -57  43  21   3  -7
 56  -7   5  45  -1  -3  53  14 -49  55   2  26  -4  27  16  30 -24  20  37 -45 -51  25  33 -20 -62  63 -13  45  20  55 -26  12
-16  43  -7  48 -24 -17  -2  -8 -26 -63 -46  35  28  34   1 -60 -10 -26 -40   3  63  57  47 -63  56 -29  47  13 -38 -43 -39  10
