64 64
-44 -50  37  17  51 -55  51  39  26  18   1 -56  27  53  34 -39  24 -61  49  46  12 -30  61 -55 -14 -21 -58 -20  27  15  47  48  29  20   1  16  30 -12  -8  -8 -57  57   0  34  46 -29  59   6 -26  45 -12  50 -49 -14  59   1  29 -62  45  -8  17  29 -24 -17
-15  42  63 -49 -34  -9   7 -27 -16 -56 -57 -34 -21 -61  36  17  48 -39   3  63  11  -2   0 -24   0 -18  32 -46 -53 -55   1  -4  51   0  12 -47  56 -45  -9 -24 -37  -2   7   6   1 -21 -41 -15   4  26 -16 -49 -39  49  -9  25 -33 -40  43 -22 -31 -20  38 -44
 45 -14 -27  37   6  28 -51  33 -37  20 -24  28 -64  -1 -50   4 -38  -2  20 -13 -17 -53 -52  14 -29  56  56   4 -28  31  24 -47 -47  62  54  23  26 -60  -7  53  24  33  18  24 -32  32 -35  -6 -34  49  45  14  60  58 -36 -32  50 -43  36 -42  52  -3 -24 -59
 -5 -34  29 -43 -30 -42 -53  59  55  29  19 -41  -3  48  18  27  33  -1 -23  30  -7   6  62 -21  27  34   2  15 -33  42  20  26 -56 -15  48 -21   7  59 -26  -2  24  57  22 -43  42 -24  48  11  39 -38 -23 -31  32 -25  12  -5 -54 -50 -54 -23  56  30 -60 -63
-48  52 -20  23  47  18 -42   7  11  44  28 -11 -44  12 -63  59  38 -22 -36   6  18  41 -63  28  55 -53 -59  48  42 -55  49  58  61 -35  17  44  47  39 -13  -6  19 -49  48  39  28  49  35   2 -37  63 -55  45  40 -54   9  32 -42  15  16 -64  24   1  58  22
 30  11   2  13 -13  54 -57 -58 -59  55  46  33  40  17 -28 -60  16 -19  49  -7  -9  -5 -39  13 -54  41  13  34 -22   7  -8 -56 -45  59  21   6  49  28  12  54  20  -6  24  -4 -53  60   0  28 -23 -14 -43  32  45 -18 -18  55 -41  59  25   1   3 -46   9  22
-51 -34 -36  62  58  40  52  14 -29  12 -53 -18   8  11 -54  49  61 -33  18  42  13 -64  33  36  59  -5 -27  -2  13  46 -44  26 -52 -16  24 -57 -39  12  21  -4 -39  32  42  33 -20  53  19 -23 -44 -27 -44  34 -27  53   6 -32 -16  44  31  61  26  51  23  39
-28 -17  46  -3  60   3  57 -43 -28  35  54  16  24   9  57  45  46 -51  15 -45 -61 -43 -12 -13 -63 -45 -15  28 -58 -56   3 -22  -8 -15  39 -12  52  32   9 -40   4  -1  40 -36 -55  34 -55  55  47  24 -53  50  46  -1 -26  47  18  23  11  24  31 -50 -61 -41
 -1  42  11 -12  11 -44  12 -49  20 -11 -21  29 -41 -11  20 -58 -51  31  57  59 -34 -33  43  48  54 -10   9  21   5  12  45 -60 -10  -8  -8 -63  13 -59 -48 -31  -6  -4  62  17  49  18  23  62 -14  16  58  16  47  37   1  37 -37 -54  -5  32  22 -24  37 -52
 32 -35 -50 -19 -30 -34  14  28  26  12 -19  11 -33 -59  10  17  21   4 -31   5 -23  34 -22   4  44  37 -27   2 -51 -54  15  46 -25  29 -37  10  59  42 -26  22 -10  20 -31  21  25  43 -26 -18 -17   8  51  24 -22 -34 -35 -41 -61   2  25 -47  12 -24  63  51
-59 -38  -3 -63 -60  36  23  -5  -8  56 -48 -47  36  -9  -1 -45  63 -13  44 -23  17 -55   0  20  11 -38  37 -41   2  36 -54   8  63   8   9 -61 -20 -32  -2  36 -40  15  53  60 -58 -12 -48 -59  39  60 -18  -8 -59  47 -51  16 -55  50  39  11  23  49 -45  22
 -7  28  25  37  60 -40   9 -43  39  -2 -47  45  51 -31  50  26 -35 -32 -45 -30 -49 -32  50 -40 -46  25  36  41  11  55  -1 -60  20 -39  42  16 -15 -13  37 -40  50  55 -59  37 -40  55  -1 -10 -41  18  24 -25  50  11  -1 -59 -28 -29  46  47 -37 -18  52  47
  7  30  -1  56 -47 -27 -48 -61 -36 -43  40 -12 -52 -24  42 -29  58   3  10  45 -50 -54  50 -14 -19  32 -30   8 -50 -42  -9  21  52  55  13 -59 -36  29 -55  -8  50  49  44  62 -39  23 -30 -44 -38  44 -63 -24  54  51  26 -28  19  60  44  34 -46 -28  -9 -58
-37 -59 -52  -9  34 -43  47  21 -58  27  19 -32 -14  53 -12  12  34 -11  52  24 -24  15  60  59  11  41  29  30 -51 -43  36 -24 -38  48  31  60 -59  14  17 -52 -23 -27 -20  28 -38  32 -24  60 -43 -35  21  -3  44  17  -8  -9  -6 -42 -43   7 -21  58  47   5
 42  14   1  48 -36 -45  60   6  -8 -24 -30  18 -56  10  15 -35  39 -28  26  19  53 -46 -53 -16 -24 -32  55  19 -38  39 -40 -59 -11  26  53  18  45  49 -40 -27 -39  -6  55 -31 -60   6  -2  44  42 -40  -1  32 -22  10 -48  19  43 -57 -26 -59  46  -1 -54 -28
-39  63  54 -58  48 -50 -21 -55   8 -30 -22  12  41  40  -8  19 -64  56 -13 -21   2   3  62 -19  11 -28 -13  -7  35  -3  29  60  -3  19 -62 -19  33 -19  -9 -23  16  33  54  -7  10 -18 -52  10 -26   0  53  41 -61  51 -42  14 -40   9 -56  59 -57  37  56   4
 -7  58  49 -38 -24 -24   4  56 -54  -6 -15  20  40  -3 -34 -49  61 -44  56 -63 -57 -50  15 -33  24  23 -37  31  -3 -45 -29  54 -51 -44 -48 -11  -3  20 -19   7 -50  30 -37  55 -36  -7 -58 -39  13  62 -38  21 -52  42  52  36   1 -49   3  62 -30  38  52 -16
 59 -59  37  -8  25 -45  63  40  49 -38  31 -51  19  37 -25 -31  35   1  54  47 -21  42  20  45  58 -41  43 -36  62  32  12  57  37 -14 -15  -2   5 -16 -26 -10  10 -59   4 -35  42  43  -2  13 -20 -12  -3  24 -33 -47   5 -39 -24 -16 -11 -26 -48 -62 -33  53
-12  16 -12  57 -64  26 -17  10  32  51  40  10  30 -26 -40 -53  27  21  35  58  38 -24 -45 -50  24   8 -11  41  10  20  30  62 -27 -46  55 -27  45 -25  48  13 -38  24 -41  57  62 -17 -60  25 -60  39  19  42 -49  38  57  39 -17 -18  16  57 -62 -17  56 -25
  1  47  13 -18 -42  -3  59 -15 -43 -45 -22 -45   2 -18  45   7 -43   0 -15 -28 -25 -22 -53  22  24  28  15  27 -53   7 -62  12  -9  15  59  13 -52  54  62 -31 -55 -24 -11  12  22 -30 -45  43  34   4 -49 -55  47 -37  31   7  55 -17 -30 -62  54 -27  14 -19
 52   9  59 -63   0  57 -30   9 -30  23 -43  56  57 -24  36  28  45  51  37  28 -50   5 -29 -59  52   6 -57  42  43  22 -40  31 -33 -45  32  31 -52 -61 -23 -18  26  -2 -25  20  39 -53 -16  20  62 -43 -16 -51  26  19 -46  14 -39 -38  -7 -60  48  17  36 -49
