64 64
-61  28 -25 -19  43  34 -64  57  -2  29  -7 -39 -36  -5  48  -2 -56 -16 -44 -50  12  33  22 -54 -25 -52 -43  53 -46  34 -46 -43  -2  -7   2 -22 -37   2 -29  25 -32  28  51  -4 -41  35  58 -32 -45 -50 -18  32  47 -60  42 -41 -48  63 -52 -30  33 -34  -9 -32
 23  58  10  51  -4  45  12  28  10  -1 -40  33 -30 -46 -63 -10 -32 -17 -42 -48 -12 -64 -25   4  63 -13  39  33  17 -34 -63 -24 -40  11 -37  21  -8  40 -15 -62 -25  10  36  10  28  37 -64  61 -43 -42 -51   9 -42 -12 -51 -43  39  52  54  -8 -45  55  32 -21
  2  60 -64  59  36 -14  61 -53  60  33  21  24   7  21  21  28  43  34 -27 -63 -42 -14 -41  61 -25 -51 -11  -6 -59 -42  37   7 -46  38   2  54 -40   0 -63 -44 -31  23  44  40 -20   2   4 -40 -28  41 -39  -5 -36 -16  -8   3  -2  46  61   3 -60  34 -54 -42
  8  13 -52  32 -51 -51  52 -18  36  33 -41 -47 -29  27 -23   7   5   2 -62  33  51  -5 -28 -15 -23 -31  52 -19 -61  62   3  12  11  15 -20  24  28 -31 -57   1 -62 -34  18 -27  57  59  44  -2  -3  47 -33 -16 -22   3  33  19  36  21 -64  40  20   3 -12 -33
-46  32  56  46 -63  63 -17 -61 -35 -63 -24 -42  60 -43  21  -6 -60  52  42 -18  -8  12 -63 -36 -31 -63 -60  53   4  -8 -43  22 -39 -51   4 -38 -52  52 -34 -23  53   6  -1  50  27 -44 -20  31 -55 -42 -51   1  34 -50  29 -60 -49  34  57  19 -38 -50 -23 -13
-37  46  14 -25  34  44  16  23 -14 -48   9 -50 -28  53  45 -19 -52  59  46  46 -55  12  50 -39 -18  44  44   8  58 -42  60 -42 -60  10  -3  38 -10 -50  -3  40 -34 -57  54   2  60  36  48 -56  31  30  55  40 -22  41 -63  24  21  46 -31  16 -60 -35  38 -56
 39 -29  46 -35 -15 -21 -59  15 -14  60 -46 -17  32 -62  -9  -1  32 -18 -25 -53 -40 -23  35  45 -41 -60  -3 -37 -31 -29 -29 -56   7 -47 -27  56  -4 -21   8  47 -25  26 -34 -57  28  21   6  -4 -60  45   7 -36 -42 -21 -55 -19 -17   7   8  17  42  43  25 -15
 60  63 -22  -7 -22  50 -24  17  12   6  24 -24 -37 -34  36 -33 -53 -20  -5 -30  23   5  15 -58 -52 -40  23  54 -61 -15 -24 -64 -16  18  -7  26   4  33 -21 -48 -25 -61  -8   2 -31 -36  34 -20   8 -35  14 -33  34 -34 -26  46 -10  61  37  -7 -18 -51  -7  30
 31  50  -8 -29  19  35 -13  58  38  43  -3 -57 -57 -33 -12  16  -4 -62  47 -33 -32 -43 -51  22 -45  50 -48   1  63   9 -32  30  -4  24 -63 -49  -4 -12 -54 -30 -33   7 -22 -25  38  30  55 -30  32  38   1 -63  60  15  23 -49   1  39  16   1 -15  48 -33  45
  9 -31  60 -59  21 -58 -25  53  13  17 -36 -13 -17 -45  22 -48  57 -41 -47  53  38  40 -60 -24  16  21  41 -63   5 -56  46 -50 -23  42 -45  63  49  -5  52  -2 -52 -48  50  -4 -29   8  12 -36  31  29 -46   6   5 -42  46 -43  43  23 -42 -15  31 -60  -1 -55
