64 64
-49  24   6  60 -60 -33  57  23   0 -18  33 -32 -44 -24  23  -9 -49  41 -25 -51 -61 -16  46  -3  14 -30 -46  -3 -38 -38  19 -22  50 -39 -26  54  -8 -33  14  56  13 -17 -39  34  23  48 -39  38  25   0  51  29  49  34 -38  -1 -60 -20  60 -34   7  15   8  -7
 40  46 -16 -32 -50  62 -39  27 -19 -14  -3 -59 -30  22  43  59 -41  31  24 -56   1  51   7   5 -33   4  35  38 -45 -20 -32  60 -38  16 -36 -24  14 -11 -60  59  39   1 -64 -55 -40  44 -59 -17  11  29  -9 -52  16  62  17  48   2 -12  22  22  32  54  18  59
  6  46 -29 -44 -28 -25 -48 -53  41 -48 -43 -63  60 -38 -16   7  55  39  19   8  37 -28  -8 -24  25 -50  62  -7 -59  16 -12  11  -2  24  32  34  63  48  46  40 -64 -61  41  61 -35 -39   4 -44 -64 -40  28  38  -4 -44 -50 -43 -29 -52  15 -24  28 -61  51 -38
 27  19  61  27   3  43   3   4  46 -19   1 -53   6 -59 -33   7 -35  60 -19  26 -48  -5  47 -13   7  -2  27 -29   2  15  -3 -35 -30  -6  56  38 -27  -4 -22 -45  41  43 -34 -17  48  -2  54 -50  -6 -29  40  10  30  23  62 -27 -42  25   8  24 -24 -58  53  11
  0  46 -15  38 -22  27  57 -45   6 -40   2 -10  22  -7   4 -48  28 -20  26  -5 -60  24  32 -38 -14 -23  50  26 -17  39 -27  47  21  22  21  63 -15  15 -46  55  39  21 -18  -3 -50  50  13  42 -33 -25 -27 -29 -64 -58  -3 -14 -17 -17 -52  30 -42 -14  13  44
-56 -29  43  -6  50  62 -15  25  19  31 -42  33  18  35  11  49 -54  49 -44 -54  55  17  -4 -26 -64   9 -60 -42  59  17 -62 -61  52  46  -3  38  44  47  -1  -1  14  21 -32 -32  -8  43 -47   3  28 -27  13  19  54 -54  57  54  19  61 -51  14  15 -49  17   3
 61 -49 -22  41  62  41 -24  12  -1   8  45  55 -12  62  -6 -48 -28 -56  36 -38 -46  29 -47  37  27 -34 -13 -22 -19 -60  45 -21 -45 -41 -44 -47 -63  -3  30   0 -59  11  -9  -7   9  50  10  45  58 -18 -56 -52 -53 -39  49  38  -9 -28 -48  36 -24  62 -49  -4
-43 -28  13 -42  33 -21  22  38  54 -50 -32   0 -64  42 -19  58 -40 -11 -58 -29  14  55 -54 -59 -37 -38  42   3 -40  57  63 -18 -35  13   4  62  56 -37  37  47 -23 -59 -17 -23  47  28 -29 -57 -46 -23 -22  32 -32 -12  38  -5  15  16  62  39   9  62 -43  39
 11  26  37   3  53  10 -14 -34  15  33   7  -2  -2  42   5  16 -45  48 -16 -13 -28 -42  46  51  38  44  27 -16  42  48 -41 -11  10  60  57  -1   7 -21  29 -42 -51 -28  21  11 -50 -38 -37 -31 -54  11  20 -17  34   2 -30   8 -17  61  56 -39  46 -49  15  -8
-52   8  56  19  51  21  41 -64  58  -2  11 -56  25  38 -22  35 -14  62 -46 -44   1 -11  28  48 -14  21 -55 -32  36  24  25  48 -32  17   3 -44 -26 -19 -44 -32  43  32 -23   4   6  19 -24  56  17  -6 -52 -46  47  41 -62 -30  -2 -52   2 -30  36 -37 -45 -59
