64 64
 62  15 -35 -29 -31  -9 -41  11   1 -55 -47 -41 -42 -36  47  26 -40  51 -62  45 -12 -31  39 -35 -21  29 -53  19  14  23  42  12 -25 -57  47   8  -1 -57 -45 -64 -48 -28 -41 -26   0 -57 -64  24  58 -61   5 -18 -28 -20  11  15 -54  23 -29  24 -18 -51 -28  21
-44 -45 -35  19 -38 -16  19 -21  20  43  17 -43  50  18  45  44  21 -13 -38  57  31  37   9  41  -4  44   1  43  57  37   0 -51  57  30  33 -45 -50 -12  -2  35 -33 -48  56 -47  34  37  61  -9 -40 -41 -16  56  61  57  33  -7  37 -29 -28  30 -56  37  44 -63
  3  13 -43  17 -63  19 -12 -31  35 -20 -14   5 -46 -16  60 -22   7 -19 -30   4 -26 -60  62 -52 -25 -30  42 -17 -57  22 -15  10 -29   6 -36 -27 -39  16   6  61  61  56   2 -49 -24  -1  -7  48  44  28 -12 -46  32 -14 -34 -57  21 -55 -10  28  31  39 -25 -61
-19   3 -24   7 -45  46   4 -48  38 -58 -33 -49   5  25  63 -15 -11 -13   4 -43  38  34 -36  -5  43  18 -41  11  -6  -2  14  39 -63  54 -18 -43  36  50 -27  10  57   5  25  -2 -34  24  48  19 -52 -12  40  50 -42 -60 -19 -62  22   4  13 -48 -61 -37  56 -60
-47 -26 -39  53 -39  -1  -1 -46 -60 -39  16 -30  49   0  53  61  52  29  47 -53  33 -36 -51  -9  33  26   8  36  53   0  40 -58  38 -62  59  63   1  -6 -47   5  19  34  39   5 -30  28   2 -41  -7 -14 -30 -38  14 -17  17 -17 -55 -39 -45  62  25  60 -60   0
 62  63  -1  -1  -7  17 -60 -51 -13  43  18  21   7 -44  44 -64   6 -50 -38 -43  -3  43   4   6 -59  24   4  30  20   8 -34  18   7  30 -47 -63 -17 -43 -50  34 -64  32  -9   7  52 -28   7  -5 -14  33  16  48  12 -44 -10  17  44  59 -16   0   3  14 -46 -53
-20 -29 -52  27  -8 -38  -3  -8  58  53  63  46 -39   6 -23  11 -25  57  -5  52 -50  50   5  58  45  53  -5 -16   4  13  -5  48  49   7  12 -23  33 -55  34  27  62  33  10 -41 -24  51  35  15  45 -34   3  59 -48 -55  53  61  62 -16 -18   2  62  41 -13  47
-15  63 -40 -46 -56  58  46 -57  28  -8 -34 -60 -21 -63  19 -40 -32 -41 -45 -16 -32 -55 -18 -34  -7  28  33  -9   5 -44 -26  54 -45  -1 -55 -37  -7  55 -30 -43 -17   1 -39  26   2  45  51  34 -60 -58 -45 -28 -49   1   2   9 -35 -29 -64  34  -9 -25  25  10
 38  34  38 -33  25 -56 -11 -56   9  14  34 -52  -5  21  46  -1  28 -63  35  43   2 -26 -12  31   9 -11   2 -63  28 -37  11   2  61 -15  33  22  -6 -42  30 -61  37   0 -49 -32 -42  62  32  50  63   3  29   2  41 -46 -31 -13   7  35 -12 -29  62  63  37  59
-15   6  17  43  29 -17  46   2  48  62  34 -58  60   2  56  59 -58  21  -3  47  39  31 -30 -18   2  22  17   1  22 -10  -4 -57  61 -50  50  26  -3  32 -36 -19  30  62 -13  26   1 -21  22   7 -63 -45 -10  40  50  25 -41 -11 -17  40  54 -59 -33 -14 -52 -36
  0  62  54  62  31 -46 -21  -3 -48  31 -40  17 -54  46 -40 -53 -63  15  52  52 -24 -53 -23  23  51 -33  29 -46  17  41 -18 -46  40 -28 -48   7 -10  -5 -60   7 -38 -36 -40 -27 -54 -15 -16 -52 -64 -28 -64 -24 -17 -23  63 -29   8  28 -11 -39   6  36 -21 -18
-56  -5  53  -1  55  57 -58 -47 -42 -34 -10 -32  15  39 -20  15 -53 -20  55  -5  21  55  30 -35  19 -45  -9 -39  55  34   7 -64 -34  -4  -1 -43 -10   5 -26  12  35  29  44 -13   4 -39 -62  15   5  58 -54 -37  49  40  -8   4  60  47  30  51  18 -27  51  48
 34 -14 -59 -40  55 -21  36  27 -56  16 -50  12  41 -48 -36 -17 -54 -26  10  59 -49 -62   0 -53  50 -34  62   4   3  50 -12 -27 -28  -7  -3 -36  36 -31  55  45  50 -59  -7  27 -43  21 -54 -32  60  20 -37 -53  23  27 -42   9  57 -44 -51  -3 -58   1  34 -21
 58 -32   7  30   1  -2  11 -13   3 -59 -49  24  26 -39  56  22  46 -44  33   5  47  55 -50  41 -52 -37 -26 -46  28 -56  -3  22 -24 -60 -12  42   2 -64 -35 -59 -59 -20  30  31   6  22 -10 -12  42 -41  57  26 -49 -57   3 -37 -30  41 -19  62  49  43  20 -38
