64 64
  5 -40 -19  27  28  -9 -23 -34  13 -32 -10  60 -61 -14  51   6  59 -10  -5 -43 -39   4  59 -47  37 -37  21  23  -1 -32  -7 -60  -8  38  31 -44 -34 -55 -14  43 -23  40  39 -19 -38  27  51 -43 -47 -18 -22 -22  50 -26  -5  23   1 -47 -18 -63 -15  39 -59  41
 14  37  61  44  46 -17  23 -41 -41  -2   4 -15 -39  -9   6 -22  37  49  21  23 -41 -48 -17  24 -31  29  25  18   5  31  -5 -45   4  -8  63 -14  39  22   9  62 -44 -50 -17 -18   5  54  24 -21  39 -19 -62  62  -2 -15  22  31 -49 -16 -14  20 -49  45  39  19
-26  38 -59 -51  -4  14 -52  16  28  -5  62 -30 -15  23  13 -40 -60  15 -42   2 -63  45 -30 -48 -35  20  36 -20   1  11  63  39 -15 -60  53  45  18 -63  -3 -17  -4  -4  17  46 -45 -34 -58 -41  45 -35  26  46 -54  60  62 -25  16  34  19 -47 -19  18  57  30
 22  46  11 -24  47 -55  23 -21   5 -24 -39  24   6 -32  47 -12  -3   9 -30   7   5 -31  46 -43 -61   1 -25 -15 -45 -32 -49  41 -50  27 -47  61  36  41 -24 -23 -47   2 -63  24  34  48 -52 -33  -6 -18  38  63  15  20 -43  19 -43  -4 -60 -24  28 -45 -47  42
 46 -30  39  18 -53 -49  59 -35  17  60  53 -13  45 -63  18 -25 -17  -8 -26  63 -52  -5  18 -31  55  22   9  19  41  26  -3  24  61 -28 -22 -56 -12 -26 -27 -59 -30 -38  -7 -49 -37 -53 -10  11   4  29  10  16 -40 -36  50 -48  50  -5  35  27 -42 -31 -13 -45
  5  30 -37  57 -60   1  63 -26  27  -8 -10  55   3  44   2 -57   9 -52  24  34 -24  10  50 -38 -59  21  53 -37  54 -23 -18  -4 -57  10 -11 -53 -53 -12 -15  38  44  39  29 -16  20 -33  -9 -35 -21 -49  63  19  25  49  45  31   7  35  58  -3 -52 -23  57 -45
 51 -17 -34  62  35  15  36  16  -9   2 -64 -53  33  -9 -24 -51   7 -24  32 -32 -39  14  63  32 -15  58 -34  -3 -29 -41  16 -42   6  46 -44 -22  -3  56  58  52  -6  58  63 -36 -15 -24 -23  56  16 -55 -39  41  23 -40  10 -56 -46  40   5 -11  63 -43  11   6
-61  31  48   1  24  42 -11 -46  36 -11 -18 -43  29  23 -50 -19  33 -25 -42  -8  -1  32   1  18   8 -58 -57   8 -36  19 -50 -33 -14  62  32 -54  40 -42 -35  12  11  11  33 -24 -29  47  21 -60 -42  43  -4  22  12  61 -24 -44 -60 -17  28 -32 -62  42  -1 -11
 40 -32  -1  16 -10  28 -36 -63 -24  62 -23  11  45  62  15 -60  41 -53  26 -11 -55 -62  10 -51 -15 -26 -19 -12 -47  44  41  57 -52 -24  10   2 -59  38   3 -19  36  44  56  18  42   7  22  20  18 -16 -55  27 -14  19  40  35  58 -43 -41 -53 -62 -64 -60 -50
-23  14  17 -18 -11 -44  27 -39 -63  19  43  43 -38   1  -1  44  49   9   8 -29 -36 -16 -57 -42   6 -34 -31   8 -33 -26  22   8  52 -25  54 -23  -4  17   3  -3 -28 -18 -24  -2  48  40 -22  33 -15  50 -59  13 -29 -52  36  41 -22 -59 -15   9 -21 -57 -47 -32
-17 -57   9  43  24 -52 -24  60  -5  16  -6 -21  -8  37 -52  41  23 -47  -9  58 -35 -37  35   8 -32 -44 -47  12 -36 -29  44  11 -22 -11 -10 -61   2  30  63  61 -18  -6 -24  39 -33 -12  16  54   6 -57  49  35 -30  20 -21   3  41  -3 -49 -59  32  59  16 -54
